u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,tunnel
360932,2301475347,0,309765259,4,Avenue d'Italie,primary,50,False,11.859,"LINESTRING (2.3572626 48.826185, 2.3572351 48.8262901)",,
367887,5354702362,0,27067642,,Avenue de Saint-Cloud,unclassified,50,False,25.472,"LINESTRING (2.2637168 48.8624438, 2.2633894 48.8623658)",,
368058,5895963300,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,10.005,"LINESTRING (2.4101755 48.8442874, 2.4100398 48.8442984)",,
368059,6434095550,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,19.267,"LINESTRING (2.4057273 48.8446689, 2.4054661 48.8446907)",,
368059,6434094684,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,14.955,"LINESTRING (2.4057273 48.8446689, 2.4059297 48.8446503)",,
368083,2405790855,0,232206912,,Rue Proudhon,tertiary,50,False,6.086,"LINESTRING (2.3900187 48.8370497, 2.3899413 48.8370297)",,
390202,15378826,0,438204230,,Avenue Daumesnil,secondary,30,False,106.039,"LINESTRING (2.3974499 48.8388965, 2.3987163 48.8384332)",,
390202,6539279030,0,438204230,,Avenue Daumesnil,secondary,30,False,27.697,"LINESTRING (2.3974499 48.8388965, 2.3971197 48.8390182)",,
390252,2405790852,0,4039375,,Rue Proudhon,tertiary,50,False,6.642,"LINESTRING (2.3876955 48.8364894, 2.3877824 48.8365066)",,
14950171,3700078775,0,55490386,,Boulevard de Reuilly,primary,50,False,13.536,"LINESTRING (2.3892265 48.838981, 2.3894096 48.8389982)",,
15378825,6524826114,0,438204230,,Avenue Daumesnil,secondary,30,False,18.736,"LINESTRING (2.4021719 48.8371542, 2.4019499 48.8372381)",,
15378826,268221897,0,438204230,,Avenue Daumesnil,secondary,30,False,35.25,"LINESTRING (2.3987163 48.8384332, 2.3991378 48.8382798)",,
15378826,390202,0,438204230,,Avenue Daumesnil,secondary,30,False,106.039,"LINESTRING (2.3987163 48.8384332, 2.3974499 48.8388965)",,
15378827,268221926,0,438204230,,Avenue Daumesnil,secondary,30,False,17.008,"LINESTRING (2.3994244 48.8381744, 2.3996271 48.8380996)",,
15378827,4687297180,0,438204230,,Avenue Daumesnil,secondary,30,False,17.369,"LINESTRING (2.3994244 48.8381744, 2.3992174 48.8382508)",,
15378859,6199569823,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,10.835,"LINESTRING (2.4019578 48.8449876, 2.4018113 48.8450017)",,
21657548,3151038868,0,298746802,4,Avenue d'Italie,primary,50,False,18.842,"LINESTRING (2.3570888 48.8267603, 2.3571405 48.8265943)",,
21657548,21658061,0,733321547,4,Avenue d'Italie,primary,50,False,76.156,"LINESTRING (2.3570888 48.8267603, 2.3568841 48.8274318)",,
21657556,4747711463,0,733321547,4,Avenue d'Italie,primary,50,False,12.566,"LINESTRING (2.356773 48.8277963, 2.3568068 48.8276855)",,
21657556,4747711462,0,733321547,4,Avenue d'Italie,primary,50,False,31.46,"LINESTRING (2.356773 48.8277963, 2.3566885 48.8280737)",,
21658061,21657548,0,733321547,4,Avenue d'Italie,primary,50,False,76.156,"LINESTRING (2.3568841 48.8274318, 2.3570888 48.8267603)",,
21658061,6818187157,0,733321547,4,Avenue d'Italie,primary,50,False,11.439,"LINESTRING (2.3568841 48.8274318, 2.3568514 48.8275324)",,
21660038,937873395,0,470987535,8,Avenue de la Grande Armée,primary,50,False,9.45,"LINESTRING (2.2929668 48.8744338, 2.2928513 48.8744719)",,
27107552,3478671192,0,756051209,2,Rue Parmentier,tertiary,30,True,7.978,"LINESTRING (2.2398594 48.877848, 2.2399409 48.8778003)",,
27286645,6088222350,0,648493110,,Avenue de la Porte des Ternes,tertiary,50,False,24.318,"LINESTRING (2.2817888 48.8815087, 2.2814716 48.8815744)",,
27286668,2531631007,0,630455863,6,Avenue de la Grande Armée,primary,50,False,33.713,"LINESTRING (2.2852611 48.8768877, 2.2856767 48.8767565)",,
27286668,2880104589,0,630455863,6,Avenue de la Grande Armée,primary,50,False,43.078,"LINESTRING (2.2852611 48.8768877, 2.2847301 48.8770554)",,
27286670,6170745455,0,630455864,8,Avenue de la Grande Armée,primary,50,False,17.551,"LINESTRING (2.2872219 48.8762643, 2.2874379 48.8761955)",,
27286670,6170727403,0,630455864,8,Avenue de la Grande Armée,primary,50,False,15.143,"LINESTRING (2.2872219 48.8762643, 2.2870355 48.8763236)",,
27286674,6170776900,0,470987535,8,Avenue de la Grande Armée,primary,50,False,18.471,"LINESTRING (2.288992 48.875698, 2.2892207 48.8756275)",,
27286674,6773759432,0,630455864,8,Avenue de la Grande Armée,primary,50,False,1.388,"LINESTRING (2.288992 48.875698, 2.2889757 48.8757044)",,
27286709,5263805755,0,470987535,8,Avenue de la Grande Armée,primary,50,False,5.965,"LINESTRING (2.2911575 48.8750111, 2.2912309 48.8749877)",,
27286709,299014121,0,470987535,8,Avenue de la Grande Armée,primary,50,False,12.728,"LINESTRING (2.2911575 48.8750111, 2.2910008 48.8750609)",,
27415728,299018440,0,470987535,8,Avenue de la Grande Armée,primary,50,False,5.387,"LINESTRING (2.2893771 48.8755778, 2.2894434 48.8755567)",,
27415728,6170776900,0,470987535,8,Avenue de la Grande Armée,primary,50,False,12.703,"LINESTRING (2.2893771 48.8755778, 2.2892207 48.8756275)",,
30677810,6652912500,0,4786972,,Rue Hoche,residential,30,True,6.958,"LINESTRING (2.2707396 48.8244503, 2.2708187 48.824485)",,
30677963,1024936259,0,4786972,,Rue Hoche,residential,30,True,104.404,"LINESTRING (2.2679486 48.8231011, 2.2690934 48.823661)",,
30769868,6652900777,0,4786972,,Rue Hoche,residential,30,True,117.232,"LINESTRING (2.2693722 48.8237977, 2.2706744 48.8244113)",,
49757271,576006485,0,25939839,,Place Jacques Duclos,primary,,True,13.617,"LINESTRING (2.4362933 48.8580481, 2.436113 48.8580785)",,
52025142,1836911210,0,309765261,4,Avenue d'Italie,primary,50,False,13.54,"LINESTRING (2.3575888 48.8251193, 2.3576266 48.8250001)",,
52025142,4848176485,0,685719842,4,Avenue d'Italie,primary,50,False,47.981,"LINESTRING (2.3575888 48.8251193, 2.3574647 48.825543)",,
76461939,3685653368,0,364531487,,Avenue de Verdun,primary,50,False,4.372,"LINESTRING (2.2425515 48.8189949, 2.2426108 48.8189995)",D 989,
84791184,576151951,0,44774303,,Rue Adelaïde Lahaye,tertiary,,True,10.266,"LINESTRING (2.4148814 48.8684606, 2.4149586 48.8683835)",,
94136817,2841476350,0,40036535,,Avenue Pasteur,secondary,,True,20.24,"LINESTRING (2.425969 48.8762974, 2.4256925 48.8763053)",D 20a,
125385335,3382902028,0,13621545,,Avenue de la Porte de la Plaine,tertiary,,False,30.434,"LINESTRING (2.292322 48.8277926, 2.2923216 48.8280663)",,
141600013,7140210040,0,678851248,,Avenue de la Porte de la Plaine,tertiary,,False,96.415,"LINESTRING (2.2922936 48.8304836, 2.2923115 48.8296166)",,
174026196,2705349286,0,386720789,,Avenue de Lowendal,tertiary,50,False,8.42,"LINESTRING (2.3024568 48.8485177, 2.3023777 48.8484627)",,
212623967,1770605002,0,20111708,,Rue Adelaïde Lahaye,tertiary,,True,21.287,"LINESTRING (2.4146884 48.8681145, 2.414929 48.8682222)",,
212623968,212623969,0,246387156,,Rue Adelaïde Lahaye,tertiary,,True,29.601,"LINESTRING (2.415199 48.8682729, 2.415536 48.8681255)",,
212623969,564642280,0,246387156,,Rue Adelaïde Lahaye,tertiary,,True,49.291,"LINESTRING (2.415536 48.8681255, 2.4160649 48.8678508)",,
212623972,2421855797,0,246387156,,Rue Adelaïde Lahaye,tertiary,,True,35.037,"LINESTRING (2.4163616 48.86773, 2.4167872 48.8675854)",,
212623984,2421855801,0,28887975,,Rue Adelaïde Lahaye,tertiary,,True,14.955,"LINESTRING (2.4170152 48.867603, 2.4168221 48.8676472)",,
212623986,212623987,0,28887975,,Rue Adelaïde Lahaye,tertiary,,True,28.809,"LINESTRING (2.4164015 48.8677822, 2.4160753 48.8679274)",,
212623987,212623988,0,28887975,,Rue Adelaïde Lahaye,tertiary,,True,44.615,"LINESTRING (2.4160753 48.8679274, 2.4155926 48.8681727)",,
212623988,212623990,0,28887975,,Rue Adelaïde Lahaye,tertiary,,True,22.518,"LINESTRING (2.4155926 48.8681727, 2.4153568 48.8683029)",,
212623990,212623991,0,24720047,,Rue Adelaïde Lahaye,tertiary,,True,23.319,"LINESTRING (2.4153568 48.8683029, 2.4152728 48.8685052)",,
212623991,84791181,0,24720047,,Rue Adelaïde Lahaye,tertiary,,True,27.03,"LINESTRING (2.4152728 48.8685052, 2.4152334 48.8687469)",,
212640089,2421855743,0,44031714,,Rue du Général Leclerc,tertiary,,True,9.448,"LINESTRING (2.4182425 48.8673495, 2.4181191 48.8673746)",,
212641055,5361391547,0,84760679,,Avenue de Stalingrad,secondary,,False,8.043,"LINESTRING (2.4284821 48.873516, 2.4285766 48.873479)",D 20,
225937067,225943178,0,55490386,,Boulevard de Reuilly,primary,50,False,19.533,"LINESTRING (2.3898273 48.8390347, 2.390092 48.8390572)",,
225937067,6199595272,0,55490386,,Boulevard de Reuilly,primary,50,False,3.744,"LINESTRING (2.3898273 48.8390347, 2.3897766 48.8390302)",,
225943178,225937067,0,55490386,,Boulevard de Reuilly,primary,50,False,19.533,"LINESTRING (2.390092 48.8390572, 2.3898273 48.8390347)",,
244420732,6434094684,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,7.329,"LINESTRING (2.4060289 48.8446412, 2.4059297 48.8446503)",,
244420732,4229001606,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,219.453,"LINESTRING (2.4060289 48.8446412, 2.4090028 48.8443869)",,
245569979,2405790855,0,22822719,,Rue Proudhon,tertiary,50,False,142.668,"LINESTRING (2.3881176 48.8365766, 2.3899413 48.8370297)",,yes
245569979,2405790853,0,232206913,,Rue Proudhon,tertiary,50,False,13.807,"LINESTRING (2.3881176 48.8365766, 2.3879386 48.8365374)",,
247274282,1503116414,0,45267699,,Rue Marcelin Berthelot,residential,,True,151.066,"LINESTRING (2.4372761 48.8564545, 2.4391003 48.855818)",,
247274998,6528646894,0,39473445,,Avenue Paul Langevin,primary,,True,12.654,"LINESTRING (2.4368257 48.8578515, 2.4369954 48.8578735)",,
248780631,2609789092,0,755667251,,Voie de la Résistance,tertiary,,False,49.812,"LINESTRING (2.421557 48.8893565, 2.4213367 48.8889326)",D 35ter,
251517810,2795177844,0,309765261,4,Avenue d'Italie,primary,50,False,4.134,"LINESTRING (2.3578057 48.8244351, 2.3578172 48.8243987)",,
251517810,1836911178,0,309765261,4,Avenue d'Italie,primary,50,False,14.812,"LINESTRING (2.3578057 48.8244351, 2.3577644 48.8245655)",,
252659093,6400990781,0,685719842,4,Avenue d'Italie,primary,50,False,8.765,"LINESTRING (2.3573914 48.8257932, 2.3574141 48.8257158)",,
255038751,1427408455,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,67.934,"LINESTRING (2.3991248 48.8452316, 2.4000455 48.8451533)",,
255038751,648217941,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,26.96,"LINESTRING (2.3991248 48.8452316, 2.3987593 48.8452621)",,
256234784,5361391543,0,84760679,,Avenue de Stalingrad,secondary,,False,11.578,"LINESTRING (2.4289716 48.8732214, 2.4288844 48.8733083)",D 20,
264066495,49778470,0,24342088,,Rue Marcel Dufriche,residential,50,True,143.003,"LINESTRING (2.4255497 48.8561644, 2.4253046 48.8574403)",,
268221897,4687297180,0,438204230,,Avenue Daumesnil,secondary,30,False,6.659,"LINESTRING (2.3991378 48.8382798, 2.3992174 48.8382508)",,
268221897,15378826,0,438204230,,Avenue Daumesnil,secondary,30,False,35.25,"LINESTRING (2.3991378 48.8382798, 2.3987163 48.8384332)",,
268221926,1448372505,0,438204230,,Avenue Daumesnil,secondary,30,False,98.643,"LINESTRING (2.3996271 48.8380996, 2.4008065 48.8376702)",,
268221926,15378827,0,438204230,,Avenue Daumesnil,secondary,30,False,17.008,"LINESTRING (2.3996271 48.8380996, 2.3994244 48.8381744)",,
268262555,965881198,0,27067642,,Avenue de Saint-Cloud,unclassified,50,False,54.538,"LINESTRING (2.2626086 48.862167, 2.2633032 48.8623452)",,
268262555,968061705,0,27067642,,Avenue de Saint-Cloud,unclassified,50,False,44.55,"LINESTRING (2.2626086 48.862167, 2.262057 48.8619972)",,
299014121,27286709,0,470987535,8,Avenue de la Grande Armée,primary,50,False,12.728,"LINESTRING (2.2910008 48.8750609, 2.2911575 48.8750111)",,
299014121,299018405,0,470987535,8,Avenue de la Grande Armée,primary,50,False,43.24,"LINESTRING (2.2910008 48.8750609, 2.2904686 48.8752303)",,
299014749,6139281686,0,655230854,6,Avenue de la Grande Armée,primary,50,False,20.366,"LINESTRING (2.2844006 48.8771593, 2.2846517 48.8770801)",,
299017904,937873395,0,470987535,8,Avenue de la Grande Armée,primary,50,False,90.757,"LINESTRING (2.2917343 48.8748275, 2.2928513 48.8744719)",,
299017904,5263805755,0,470987535,8,Avenue de la Grande Armée,primary,50,False,40.899,"LINESTRING (2.2917343 48.8748275, 2.2912309 48.8749877)",,
299018405,299014121,0,470987535,8,Avenue de la Grande Armée,primary,50,False,43.24,"LINESTRING (2.2904686 48.8752303, 2.2910008 48.8750609)",,
299018405,931762294,0,470987535,8,Avenue de la Grande Armée,primary,50,False,10.507,"LINESTRING (2.2904686 48.8752303, 2.2903393 48.8752715)",,
299018440,931762294,0,470987535,8,Avenue de la Grande Armée,primary,50,False,72.791,"LINESTRING (2.2894434 48.8755567, 2.2903393 48.8752715)",,
299018440,27415728,0,470987535,8,Avenue de la Grande Armée,primary,50,False,5.387,"LINESTRING (2.2894434 48.8755567, 2.2893771 48.8755778)",,
299018985,6170727403,0,630455864,8,Avenue de la Grande Armée,primary,50,False,30.758,"LINESTRING (2.286657 48.8764442, 2.2870355 48.8763236)",,
299018985,2531631007,0,630455864,8,Avenue de la Grande Armée,primary,50,False,79.658,"LINESTRING (2.286657 48.8764442, 2.2856767 48.8767565)",,
332340565,7058300239,0,555779889,,Voie de la Résistance,tertiary,,False,96.561,"LINESTRING (2.420243 48.8867533, 2.4206612 48.887577)",D 35ter,
366990120,6832636042,0,95954025,,Rue de l'Embarcadère,residential,30,True,7.55,"LINESTRING (2.4128856 48.8186101, 2.4128262 48.8185546)",,
401350075,1358669289,0,34572386,,Boulevard du Parc,residential,,True,10.952,"LINESTRING (2.2623013 48.8923571, 2.2624104 48.8922896)",,
401350079,1358669254,0,34572386,,Boulevard du Parc,residential,,True,6.379,"LINESTRING (2.2627433 48.8921306, 2.2628294 48.8921213)",,
401350094,2893753516,0,34572386,,Boulevard du Parc,residential,,True,64.179,"LINESTRING (2.2629142 48.8921309, 2.263567 48.8925168)",,
401350098,945415116,0,286494122,,Boulevard du Parc,residential,,True,67.418,"LINESTRING (2.2645624 48.8930799, 2.2652738 48.8934657)",,
401350156,2893714447,0,286494116,,Boulevard Paul-Émile Victor,residential,,True,6.328,"LINESTRING (2.2634552 48.8939603, 2.2633978 48.8939177)",,
401350158,401350159,0,713004892,,Boulevard Paul-Émile Victor,residential,,True,5.235,"LINESTRING (2.2620403 48.8926474, 2.262034 48.8926005)",,
401350159,1358669357,0,34572386,,Boulevard du Parc,residential,,True,5.22,"LINESTRING (2.262034 48.8926005, 2.2620616 48.8925572)",,
417198505,6702784837,0,35596786,,Boulevard Paul-Émile Victor,residential,,True,17.398,"LINESTRING (2.2655677 48.8951408, 2.2653752 48.8950488)",,
417200619,6149651519,0,35596786,,Boulevard Paul-Émile Victor,residential,,True,78.496,"LINESTRING (2.2647621 48.8947558, 2.2639742 48.8942762)",,
429387604,1701682734,0,733321547,4,Avenue d'Italie,primary,50,False,10.865,"LINESTRING (2.3565818 48.8284237, 2.356611 48.8283279)",,
429387604,1920074460,0,733321547,4,Avenue d'Italie,primary,50,False,108.364,"LINESTRING (2.3565818 48.8284237, 2.3562906 48.8293792)",,
431487272,6659856274,0,386720789,,Avenue de Lowendal,tertiary,50,False,23.324,"LINESTRING (2.301929 48.8481541, 2.3021504 48.848305)",,
487152330,6088298411,0,83821149,,Avenue du Roule,residential,,False,9.07,"LINESTRING (2.2776635 48.8824538, 2.2775464 48.8824807)",,
487558856,6149651520,0,34572386,,Boulevard du Parc,residential,,True,5.617,"LINESTRING (2.2636714 48.8925687, 2.2637293 48.8926019)",,
507690041,6293943365,0,309765261,4,Avenue d'Italie,primary,50,False,5.997,"LINESTRING (2.3582316 48.8230915, 2.3582149 48.8231443)",,
510569861,5653114721,0,548078044,,Boulevard Arago,secondary,50,False,124.092,"LINESTRING (2.3339231 48.8344699, 2.3356147 48.8345447)",,
564642280,5917362866,0,246387156,,Rue Adelaïde Lahaye,tertiary,,True,21.702,"LINESTRING (2.4160649 48.8678508, 2.4163172 48.8677481)",,
576006485,1911344412,0,25939839,,Place Jacques Duclos,primary,,True,24.151,"LINESTRING (2.436113 48.8580785, 2.4357947 48.8580209)",,
576151951,2841627125,0,44774303,,Rue Adelaïde Lahaye,tertiary,,True,8.435,"LINESTRING (2.4149586 48.8683835, 2.4150534 48.8683403)",,
597124711,597124712,0,46707090,,Rue Charles Lorilleux,residential,30,True,11.446,"LINESTRING (2.2242962 48.8879891, 2.2244314 48.8879372)",,
597124712,1088459928,0,46707090,,Rue Charles Lorilleux,residential,30,True,21.357,"LINESTRING (2.2244314 48.8879372, 2.2246533 48.8878123)",,
597124718,2304087860,0,46707090,,Rue Charles Lorilleux,residential,30,True,10.279,"LINESTRING (2.2248726 48.8876653, 2.2249665 48.8875965)",,
597124719,597124720,0,46707090,,Rue Charles Lorilleux,residential,30,True,7.131,"LINESTRING (2.2249744 48.8875634, 2.2249715 48.8874993)",,
597124720,597124727,0,46707090,,Rue Charles Lorilleux,residential,30,True,11.27,"LINESTRING (2.2249715 48.8874993, 2.2249414 48.8873999)",,
597719321,3382902028,0,13621545,,Avenue de la Porte de la Plaine,tertiary,,False,127.585,"LINESTRING (2.2923201 48.8292137, 2.2923216 48.8280663)",,
597719321,7140210040,0,678851248,,Avenue de la Porte de la Plaine,tertiary,,False,44.805,"LINESTRING (2.2923201 48.8292137, 2.2923115 48.8296166)",,
648217891,648217892,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,48.447,"LINESTRING (2.4010082 48.8450715, 2.4016648 48.8450157)",,
648217891,1427408455,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,71.032,"LINESTRING (2.4010082 48.8450715, 2.4000455 48.8451533)",,
648217892,6199569823,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,10.833,"LINESTRING (2.4016648 48.8450157, 2.4018113 48.8450017)",,
648217892,648217891,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,48.447,"LINESTRING (2.4016648 48.8450157, 2.4010082 48.8450715)",,
648217941,255038751,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,26.96,"LINESTRING (2.3987593 48.8452621, 2.3991248 48.8452316)",,
654056313,4209530028,0,4786972,,Rue Hoche,residential,30,True,11.44,"LINESTRING (2.2718991 48.824958, 2.2720302 48.825014)",,
707878784,707878884,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,24.392,"LINESTRING (2.4053581 48.8447019, 2.4050281 48.8447328)",,
707878784,2784211975,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,6.667,"LINESTRING (2.4053581 48.8447019, 2.405448 48.8446922)",,
