u,v,key,osmid,oneway,highway,maxspeed,service,length,geometry,lanes,access,name,width
21070189,2008210258,0,101917979,True,service,30,driveway,62.0,"LINESTRING (-6.8544981 34.0019657, -6.8549764 34.0023577)",,,,
21070193,2008210253,0,101917979,True,service,30,driveway,6.142,"LINESTRING (-6.8554094 34.0019637, -6.8553568 34.0019298)",,,,
405933226,6775201989,0,240002999,True,residential,30,,5.532,"LINESTRING (-6.8850785 33.957516, -6.8851284 33.9574884)",1,destination,,
410910139,6726933022,0,264036339,True,primary,20,,15.311,"LINESTRING (-6.8385782 34.0133528, -6.8385923 34.01349)",2,,Avenue Ibn Toumert شارع ابن تومرت,
486077520,6958844607,0,255405180,False,living_street,20,,16.293,"LINESTRING (-6.8352449 34.0274805, -6.8351631 34.0273506)",,,Rue Porte Maoun,
486077522,6958844609,0,255400674,False,living_street,20,,8.279,"LINESTRING (-6.8341943 34.0280699, -6.8342679 34.0281126)",,,Rue des Consuls شارع القناصل,
486077522,6958844610,0,279226506,False,living_street,20,,13.311,"LINESTRING (-6.8341943 34.0280699, -6.8340773 34.0279997)",,,Rue des Consuls شارع القناصل,
486077546,6958844598,0,324493907,False,living_street,20,,8.373,"LINESTRING (-6.8348847 34.0266957, -6.8348506 34.0266259)",,,Derb El Fassi,8
486077546,2610975349,0,324493907,False,living_street,20,,2.941,"LINESTRING (-6.8348847 34.0266957, -6.8348927 34.0267213)",,,Derb El Fassi,8
486077570,3314756726,0,324803741,False,living_street,20,,12.756,"LINESTRING (-6.8342054 34.0257142, -6.8342903 34.0258048)",,,Derb El Fassi,
486077574,2697105809,0,279226507,False,living_street,20,,41.065,"LINESTRING (-6.8327956 34.0268325, -6.8330957 34.0271055)",,,Rue des Consuls شارع القناصل,
516664660,896416651,0,255400674,False,living_street,20,,27.906,"LINESTRING (-6.8347447 34.0285905, -6.8345776 34.0283812)",,,Rue des Consuls شارع القناصل,
516664660,3314747532,0,255400674,False,living_street,20,,6.562,"LINESTRING (-6.8347447 34.0285905, -6.8347831 34.0286402)",,,Rue des Consuls شارع القناصل,
896412494,6958844591,0,324493907,False,living_street,20,,10.177,"LINESTRING (-6.8345214 34.0260585, -6.834584 34.0261339)",,,Derb El Fassi,8
896412494,3314756726,0,324803741,False,living_street,20,,35.347,"LINESTRING (-6.8345214 34.0260585, -6.8342903 34.0258048)",,,Derb El Fassi,
896413590,3314827261,0,324493907,False,living_street,20,,3.515,"LINESTRING (-6.8346581 34.0262481, -6.8346421 34.0262194)",,,Derb El Fassi,8
896413590,6958844594,0,324493907,False,living_street,20,,6.314,"LINESTRING (-6.8346581 34.0262481, -6.8346789 34.0263022)",,,Derb El Fassi,8
896416284,3312042370,0,324493907,False,living_street,20,,5.883,"LINESTRING (-6.8347651 34.0264904, -6.8347365 34.0264431)",,,Derb El Fassi,8
896416284,6958844598,0,324493907,False,living_street,20,,17.003,"LINESTRING (-6.8347651 34.0264904, -6.8348506 34.0266259)",,,Derb El Fassi,8
896416651,2610928465,0,255400674,False,living_street,20,,16.933,"LINESTRING (-6.8345776 34.0283812, -6.8344625 34.0282625)",,,Rue des Consuls شارع القناصل,
896416651,516664660,0,255400674,False,living_street,20,,27.906,"LINESTRING (-6.8345776 34.0283812, -6.8347447 34.0285905)",,,Rue des Consuls شارع القناصل,
896417752,896424072,0,75923998,False,pedestrian,20,,45.317,"LINESTRING (-6.8277314 34.0267733, -6.8281879 34.0266218)",,,Rue du Mellah زنقة الملاح,
896417755,896421759,0,75923998,False,pedestrian,20,,12.673,"LINESTRING (-6.8303337 34.0258778, -6.8302071 34.0259223)",,,Rue du Mellah زنقة الملاح,
896417755,6774211908,0,75923998,False,pedestrian,20,,13.679,"LINESTRING (-6.8303337 34.0258778, -6.8304685 34.0258263)",,,Rue du Mellah زنقة الملاح,
896420293,896422214,0,75923998,False,pedestrian,20,,7.609,"LINESTRING (-6.8309441 34.0256191, -6.8308833 34.0256654)",,,Rue du Mellah زنقة الملاح,
896420293,3315253096,0,75923998,False,pedestrian,20,,40.083,"LINESTRING (-6.8309441 34.0256191, -6.8312789 34.025389)",,,Rue du Mellah زنقة الملاح,
896421759,896422711,0,75923998,False,pedestrian,20,,15.304,"LINESTRING (-6.8302071 34.0259223, -6.8300542 34.025976)",,,Rue du Mellah زنقة الملاح,
896421759,896417755,0,75923998,False,pedestrian,20,,12.673,"LINESTRING (-6.8302071 34.0259223, -6.8303337 34.0258778)",,,Rue du Mellah زنقة الملاح,
896422133,6774211912,0,75923998,False,pedestrian,20,,14.611,"LINESTRING (-6.8306786 34.0258434, -6.8305503 34.0259206)",,,Rue du Mellah زنقة الملاح,
896422133,6958844685,0,75923998,False,pedestrian,20,,7.227,"LINESTRING (-6.8306786 34.0258434, -6.8307424 34.0258056)",,,Rue du Mellah زنقة الملاح,
896422214,6958844686,0,75923998,False,pedestrian,20,,8.335,"LINESTRING (-6.8308833 34.0256654, -6.8308286 34.0257251)",,,Rue du Mellah زنقة الملاح,
896422214,896420293,0,75923998,False,pedestrian,20,,7.609,"LINESTRING (-6.8308833 34.0256654, -6.8309441 34.0256191)",,,Rue du Mellah زنقة الملاح,
896422711,896422884,0,75923998,False,pedestrian,20,,13.6,"LINESTRING (-6.8300542 34.025976, -6.8299199 34.0260267)",,,Rue du Mellah زنقة الملاح,
896422711,896421759,0,75923998,False,pedestrian,20,,15.304,"LINESTRING (-6.8300542 34.025976, -6.8302071 34.0259223)",,,Rue du Mellah زنقة الملاح,
896422884,896423004,0,75923998,False,pedestrian,20,,10.885,"LINESTRING (-6.8299199 34.0260267, -6.8298113 34.0260652)",,,Rue du Mellah زنقة الملاح,
896422884,896422711,0,75923998,False,pedestrian,20,,13.6,"LINESTRING (-6.8299199 34.0260267, -6.8300542 34.025976)",,,Rue du Mellah زنقة الملاح,
896423004,6958844684,0,75923998,False,pedestrian,20,,20.488,"LINESTRING (-6.8298113 34.0260652, -6.8296063 34.0261365)",,,Rue du Mellah زنقة الملاح,
896423004,896422884,0,75923998,False,pedestrian,20,,10.885,"LINESTRING (-6.8298113 34.0260652, -6.8299199 34.0260267)",,,Rue du Mellah زنقة الملاح,
896423248,6958844650,0,75923998,False,pedestrian,20,,26.206,"LINESTRING (-6.8295604 34.0261524, -6.8292999 34.0262469)",,,Rue du Mellah زنقة الملاح,
896423248,6958844684,0,75923998,False,pedestrian,20,,4.585,"LINESTRING (-6.8295604 34.0261524, -6.8296063 34.0261365)",,,Rue du Mellah زنقة الملاح,
896423384,6958844642,0,75923998,False,pedestrian,20,,24.741,"LINESTRING (-6.8292749 34.026256, -6.8290271 34.0263416)",,,Rue du Mellah زنقة الملاح,
896423384,6958844650,0,75923998,False,pedestrian,20,,2.516,"LINESTRING (-6.8292749 34.026256, -6.8292999 34.0262469)",,,Rue du Mellah زنقة الملاح,
896423529,6958844662,0,75923998,False,pedestrian,20,,21.123,"LINESTRING (-6.8289843 34.0263564, -6.8287718 34.0264276)",,,Rue du Mellah زنقة الملاح,
896423529,6958844642,0,75923998,False,pedestrian,20,,4.274,"LINESTRING (-6.8289843 34.0263564, -6.8290271 34.0263416)",,,Rue du Mellah زنقة الملاح,
896423611,896423891,0,75923998,False,pedestrian,20,,18.711,"LINESTRING (-6.8287145 34.0264468, -6.828525 34.0265072)",,,Rue du Mellah زنقة الملاح,
896423611,6958844662,0,75923998,False,pedestrian,20,,5.696,"LINESTRING (-6.8287145 34.0264468, -6.8287718 34.0264276)",,,Rue du Mellah زنقة الملاح,
896423822,896423992,0,75923998,False,pedestrian,20,,18.585,"LINESTRING (-6.8284327 34.0265375, -6.8282468 34.0266023)",,,Rue du Mellah زنقة الملاح,
896423822,896423891,0,75923998,False,pedestrian,20,,9.149,"LINESTRING (-6.8284327 34.0265375, -6.828525 34.0265072)",,,Rue du Mellah زنقة الملاح,
896423891,896423822,0,75923998,False,pedestrian,20,,9.149,"LINESTRING (-6.828525 34.0265072, -6.8284327 34.0265375)",,,Rue du Mellah زنقة الملاح,
896423891,896423611,0,75923998,False,pedestrian,20,,18.711,"LINESTRING (-6.828525 34.0265072, -6.8287145 34.0264468)",,,Rue du Mellah زنقة الملاح,
896423992,896424072,0,75923998,False,pedestrian,20,,5.845,"LINESTRING (-6.8282468 34.0266023, -6.8281879 34.0266218)",,,Rue du Mellah زنقة الملاح,
896423992,896423822,0,75923998,False,pedestrian,20,,18.585,"LINESTRING (-6.8282468 34.0266023, -6.8284327 34.0265375)",,,Rue du Mellah زنقة الملاح,
896424072,896417752,0,75923998,False,pedestrian,20,,45.317,"LINESTRING (-6.8281879 34.0266218, -6.8277314 34.0267733)",,,Rue du Mellah زنقة الملاح,
896424072,896423992,0,75923998,False,pedestrian,20,,5.845,"LINESTRING (-6.8281879 34.0266218, -6.8282468 34.0266023)",,,Rue du Mellah زنقة الملاح,
1686040423,6726933040,0,264036339,True,primary,20,,2.98,"LINESTRING (-6.8384458 34.0148565, -6.8384609 34.0148802)",2,,Avenue Ibn Toumert شارع ابن تومرت,
1686040425,4501133372,0,264036339,True,primary,20,,16.409,"LINESTRING (-6.8385447 34.0138369, -6.8384998 34.0139797)",2,,Avenue Ibn Toumert شارع ابن تومرت,
1686040451,6726933037,0,264036339,True,primary,20,,9.834,"LINESTRING (-6.8385903 34.0136301, -6.8385775 34.0137179)",2,,Avenue Ibn Toumert شارع ابن تومرت,
1772520942,2610928464,0,255400674,False,living_street,20,,8.307,"LINESTRING (-6.8352227 34.029337, -6.8352342 34.0292629)",,,Rue des Consuls شارع القناصل,
2008210258,6840277725,0,101917979,True,service,30,driveway,27.755,"LINESTRING (-6.8549764 34.0023577, -6.8551905 34.0021822)",,,,
2189092203,6769303596,0,208636990,False,unclassified,20,,5.503,"LINESTRING (-6.8640284 33.9811232, -6.8639915 33.9811621)",1,,Accès principal,
2189092203,6925637362,0,208636990,False,unclassified,20,,16.988,"LINESTRING (-6.8640284 33.9811232, -6.8641438 33.9810041)",1,,Accès principal,
2189092296,6769303590,0,208636990,False,unclassified,20,,16.499,"LINESTRING (-6.8642221 33.9814835, -6.864082 33.9813912)",1,,Accès principal,
2189092297,6769303588,0,208636990,False,unclassified,20,,11.785,"LINESTRING (-6.8644562 33.9806339, -6.8643958 33.9807273)",1,,Accès principal,
2189092297,6769320229,0,208636990,False,unclassified,20,,12.975,"LINESTRING (-6.8644562 33.9806339, -6.8645239 33.9805316)",1,,Accès principal,
2189092321,6769320229,0,208636990,False,unclassified,20,,10.704,"LINESTRING (-6.8645795 33.9804471, -6.8645239 33.9805316)",1,,Accès principal,
2423964909,6969816730,0,609299334,False,tertiary,20,,14.315,"LINESTRING (-6.8514026 33.9933788, -6.851399 33.9935075)",4,,Avenue Ibn Sina شارع ابن سينا,
2423964909,5771399828,0,609299334,False,tertiary,20,,44.912,"LINESTRING (-6.8514026 33.9933788, -6.8514008 33.9929749)",4,,Avenue Ibn Sina شارع ابن سينا,
2477699045,6775179269,0,240002999,True,residential,30,,17.814,"LINESTRING (-6.885597 33.9571282, -6.8857187 33.9570038)",1,destination,,
2477699048,6800135686,0,240002999,True,residential,30,,10.197,"LINESTRING (-6.8867215 33.9559418, -6.886771 33.9558598)",1,destination,,
2610928464,6850964658,0,255400674,False,living_street,20,,3.782,"LINESTRING (-6.8352342 34.0292629, -6.8352296 34.0292291)",,,Rue des Consuls شارع القناصل,
2610928464,1772520942,0,255400674,False,living_street,20,,8.307,"LINESTRING (-6.8352342 34.0292629, -6.8352227 34.029337)",,,Rue des Consuls شارع القناصل,
2610928465,6958844608,0,255400674,False,living_street,20,,11.709,"LINESTRING (-6.8344625 34.0282625, -6.8343743 34.0281867)",,,Rue des Consuls شارع القناصل,
2610928465,896416651,0,255400674,False,living_street,20,,16.933,"LINESTRING (-6.8344625 34.0282625, -6.8345776 34.0283812)",,,Rue des Consuls شارع القناصل,
2610947145,3315216439,0,279226506,False,living_street,20,,12.985,"LINESTRING (-6.8338677 34.0278502, -6.8339731 34.0279277)",,,Rue des Consuls شارع القناصل,
2610947145,6774211914,0,279226507,False,living_street,20,,30.256,"LINESTRING (-6.8338677 34.0278502, -6.8336503 34.0276463)",,,Rue des Consuls شارع القناصل,
2610947146,6774211913,0,279226507,False,living_street,20,,28.31,"LINESTRING (-6.8334587 34.0274589, -6.8332609 34.0272641)",,,Rue des Consuls شارع القناصل,
2610947146,6774211914,0,279226507,False,living_street,20,,27.313,"LINESTRING (-6.8334587 34.0274589, -6.8336503 34.0276463)",,,Rue des Consuls شارع القناصل,
2610951213,6850964672,0,255405180,False,living_street,20,,2.135,"LINESTRING (-6.8350302 34.0270266, -6.8350092 34.0270347)",,,Rue Porte Maoun,
2610951213,2610975346,0,255405180,False,living_street,20,,23.078,"LINESTRING (-6.8350302 34.0270266, -6.8351523 34.0272078)",,,Rue Porte Maoun,
2610975346,2610951213,0,255405180,False,living_street,20,,23.078,"LINESTRING (-6.8351523 34.0272078, -6.8350302 34.0270266)",,,Rue Porte Maoun,
2610975346,6850964674,0,255405180,False,living_street,20,,5.421,"LINESTRING (-6.8351523 34.0272078, -6.8351003 34.0272306)",,,Rue Porte Maoun,
2610975349,6958844603,0,255405180,False,living_street,20,,5.138,"LINESTRING (-6.8348927 34.0267213, -6.8349043 34.0267665)",,,Rue Porte Maoun,
2610975349,486077546,0,324493907,False,living_street,20,,2.941,"LINESTRING (-6.8348927 34.0267213, -6.8348847 34.0266957)",,,Derb El Fassi,8
2697105809,486077574,0,279226507,False,living_street,20,,41.065,"LINESTRING (-6.8330957 34.0271055, -6.8327956 34.0268325)",,,Rue des Consuls شارع القناصل,
2697105809,6958844612,0,279226507,False,living_street,20,,5.4,"LINESTRING (-6.8330957 34.0271055, -6.8331338 34.0271424)",,,Rue des Consuls شارع القناصل,
3312042370,6850964650,0,324493907,False,living_street,20,,6.162,"LINESTRING (-6.8347365 34.0264431, -6.8347115 34.0263917)",,,Derb El Fassi,8
3312042370,896416284,0,324493907,False,living_street,20,,5.883,"LINESTRING (-6.8347365 34.0264431, -6.8347651 34.0264904)",,,Derb El Fassi,8
3312042371,6958844594,0,324493907,False,living_street,20,,4.865,"LINESTRING (-6.8346937 34.0263442, -6.8346789 34.0263022)",,,Derb El Fassi,8
3312042371,6850964650,0,324493907,False,living_street,20,,5.531,"LINESTRING (-6.8346937 34.0263442, -6.8347115 34.0263917)",,,Derb El Fassi,8
3314747532,516664660,0,255400674,False,living_street,20,,6.562,"LINESTRING (-6.8347831 34.0286402, -6.8347447 34.0285905)",,,Rue des Consuls شارع القناصل,
3314747532,6958844005,0,255400674,False,living_street,20,,34.77,"LINESTRING (-6.8347831 34.0286402, -6.8349885 34.0289025)",,,Rue des Consuls شارع القناصل,
3314756726,486077570,0,324803741,False,living_street,20,,12.756,"LINESTRING (-6.8342903 34.0258048, -6.8342054 34.0257142)",,,Derb El Fassi,
3314756726,896412494,0,324803741,False,living_street,20,,35.347,"LINESTRING (-6.8342903 34.0258048, -6.8345214 34.0260585)",,,Derb El Fassi,
3314827261,6958844591,0,324493907,False,living_street,20,,10.911,"LINESTRING (-6.8346421 34.0262194, -6.834584 34.0261339)",,,Derb El Fassi,8
3314827261,896413590,0,324493907,False,living_street,20,,3.515,"LINESTRING (-6.8346421 34.0262194, -6.8346581 34.0262481)",,,Derb El Fassi,8
3315212021,6958844685,0,75923998,False,pedestrian,20,,4.831,"LINESTRING (-6.8307776 34.0257734, -6.8307424 34.0258056)",,,Rue du Mellah زنقة الملاح,
3315212021,6958844686,0,75923998,False,pedestrian,20,,7.137,"LINESTRING (-6.8307776 34.0257734, -6.8308286 34.0257251)",,,Rue du Mellah زنقة الملاح,
3315216439,2610947145,0,279226506,False,living_street,20,,12.985,"LINESTRING (-6.8339731 34.0279277, -6.8338677 34.0278502)",,,Rue des Consuls شارع القناصل,
3315216439,6958844610,0,279226506,False,living_street,20,,12.502,"LINESTRING (-6.8339731 34.0279277, -6.8340773 34.0279997)",,,Rue des Consuls شارع القناصل,
3315253096,896420293,0,75923998,False,pedestrian,20,,40.083,"LINESTRING (-6.8312789 34.025389, -6.8309441 34.0256191)",,,Rue du Mellah زنقة الملاح,
4460652052,6726933041,0,264036339,True,primary,20,,8.864,"LINESTRING (-6.8384575 34.0141203, -6.838434 34.0141976)",2,,Avenue Ibn Toumert شارع ابن تومرت,
4460652053,6726933044,0,264036339,True,primary,20,,12.978,"LINESTRING (-6.8384106 34.0144427, -6.8384126 34.0145594)",2,,Avenue Ibn Toumert شارع ابن تومرت,
4460652055,6727197402,0,264036339,True,primary,20,,0.681,"LINESTRING (-6.8385046 34.0149391, -6.8385087 34.0149442)",2,,Avenue Ibn Toumert شارع ابن تومرت,
4501133372,4460652052,0,264036339,True,primary,20,,16.113,"LINESTRING (-6.8384998 34.0139797, -6.8384575 34.0141203)",2,,Avenue Ibn Toumert شارع ابن تومرت,
5771399828,2423964909,0,609299334,False,tertiary,20,,44.912,"LINESTRING (-6.8514008 33.9929749, -6.8514026 33.9933788)",4,,Avenue Ibn Sina شارع ابن سينا,
5771399829,6969816730,0,609299334,False,tertiary,20,,7.919,"LINESTRING (-6.851397 33.9935787, -6.851399 33.9935075)",4,,Avenue Ibn Sina شارع ابن سينا,
5790236003,6775179270,0,240002999,True,residential,30,,15.732,"LINESTRING (-6.8859148 33.9568073, -6.8860198 33.9566958)",1,destination,,
5790236005,6775179271,0,240002999,True,residential,30,,12.572,"LINESTRING (-6.8862957 33.9563999, -6.8863839 33.9563137)",1,destination,,
5790236007,6800103856,0,240002999,True,residential,30,,6.097,"LINESTRING (-6.8866729 33.9560067, -6.8867105 33.9559616)",1,destination,,
6726933022,1686040451,0,264036339,True,primary,20,,15.58,"LINESTRING (-6.8385923 34.01349, -6.8385903 34.0136301)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933037,1686040425,0,264036339,True,primary,20,,13.573,"LINESTRING (-6.8385775 34.0137179, -6.8385447 34.0138369)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933038,6726933039,0,264036339,True,primary,20,,11.784,"LINESTRING (-6.8384253 34.0147084, -6.8384361 34.014814)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933039,1686040423,0,264036339,True,primary,20,,4.81,"LINESTRING (-6.8384361 34.014814, -6.8384458 34.0148565)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933040,6726933045,0,264036339,True,primary,20,,3.244,"LINESTRING (-6.8384609 34.0148802, -6.838478 34.0149057)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933041,6726933043,0,264036339,True,primary,20,,12.332,"LINESTRING (-6.838434 34.0141976, -6.8384179 34.0143077)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933042,4460652053,0,264036339,True,primary,20,,7.23,"LINESTRING (-6.8384126 34.0143777, -6.8384106 34.0144427)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933043,6726933042,0,264036339,True,primary,20,,7.799,"LINESTRING (-6.8384179 34.0143077, -6.8384126 34.0143777)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933044,6726933038,0,264036339,True,primary,20,,16.609,"LINESTRING (-6.8384126 34.0145594, -6.8384253 34.0147084)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933045,4460652055,0,264036339,True,primary,20,,4.45,"LINESTRING (-6.838478 34.0149057, -6.8385046 34.0149391)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933046,6727197403,0,264036339,True,primary,20,,1.725,"LINESTRING (-6.8385291 34.0149728, -6.8385374 34.0149867)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933047,6726933046,0,264036339,True,primary,20,,2.623,"LINESTRING (-6.8385148 34.0149524, -6.8385291 34.0149728)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6726933048,1686040428,0,264036339,True,primary,20,,2.522,"LINESTRING (-6.8385418 34.0149944, -6.8385527 34.0150152)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6727197402,6726933047,0,264036339,True,primary,20,,1.071,"LINESTRING (-6.8385087 34.0149442, -6.8385148 34.0149524)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6727197403,6726933048,0,264036339,True,primary,20,,0.947,"LINESTRING (-6.8385374 34.0149867, -6.8385418 34.0149944)",2,,Avenue Ibn Toumert شارع ابن تومرت,
6757497151,6769481195,0,721631637,False,pedestrian,20,,53.975,"LINESTRING (-6.8682817 33.9743982, -6.8679249 33.974783)",,,veto_route,
