u,v,key,osmid,oneway,lanes,name,highway,length,geometry,maxspeed,access,bridge,width,junction,service
7086673173,252524630,0,"[366862512, 23404793]",True,2,"['Marín', 'Eleuterio Ramírez']",tertiary,675.587,"LINESTRING (-70.64231169999999 -33.447547, -70.64233609999999 -33.4475484, -70.6436374 -33.4477919, -70.64372059999999 -33.4478218, -70.644876 -33.4480743, -70.6470427 -33.4485221, -70.6485733 -33.4488314, -70.6493768 -33.4490102)",,,,,,
7086673173,7086673171,0,758763544,False,,,cycleway,268.048,"LINESTRING (-70.64231169999999 -33.447547, -70.6422948 -33.4476177, -70.6419514 -33.4487311, -70.6419435 -33.4487517, -70.6417905 -33.4491463, -70.6415598 -33.4498378, -70.64154859999999 -33.4498712)",,,,,,
7086673173,7622691300,0,758763544,False,,,cycleway,157.129,"LINESTRING (-70.64231169999999 -33.447547, -70.6423333 -33.4474701, -70.64244530000001 -33.4469635, -70.64250130000001 -33.4466263, -70.6425287 -33.4465006, -70.6425362 -33.4464663, -70.6425916 -33.4461538)",,,,,,
7622691300,5054602487,0,"[13858411, 92361438]",True,"['4', '3']","['Curicó', 'Tarapacá']",primary,683.2719999999999,"LINESTRING (-70.6425916 -33.4461538, -70.6426357 -33.4461641, -70.64279209999999 -33.4461467, -70.6432238 -33.4462208, -70.6439917 -33.4462948, -70.6440652 -33.4462865, -70.6441549 -33.4462763, -70.64428770000001 -33.4462397, -70.6444865 -33.4461917, -70.6445492 -33.4461801, -70.6445837 -33.4461781, -70.6447012 -33.4461923, -70.6451457 -33.4462547, -70.64529690000001 -33.446326, -70.64605950000001 -33.4465011, -70.647076 -33.4467262, -70.64810850000001 -33.4469258, -70.64892829999999 -33.4470847, -70.64975870000001 -33.4472338)",,,,,,
7622691300,7086673173,0,758763544,False,,,cycleway,157.129,"LINESTRING (-70.6425916 -33.4461538, -70.6425362 -33.4464663, -70.6425287 -33.4465006, -70.64250130000001 -33.4466263, -70.64244530000001 -33.4469635, -70.6423333 -33.4474701, -70.64231169999999 -33.447547)",,,,,,
7787943387,264246077,0,223877454,True,2,General Bulnes,tertiary,188.702,"LINESTRING (-70.67108380000001 -33.4339368, -70.6711877 -33.4331592, -70.67130899999999 -33.4322502)",,,,,,
7787943387,254346783,0,238513527,True,2,Martínez de Rozas,tertiary,867.2379999999999,"LINESTRING (-70.67108380000001 -33.4339368, -70.6721464 -33.4340075, -70.6730014 -33.4340741, -70.6738921 -33.4341316, -70.67431329999999 -33.4341582, -70.6744327 -33.4341627, -70.6747678 -33.4341822, -70.6761927 -33.4342776, -70.6771431 -33.4343477, -70.678214 -33.4344121, -70.6792652 -33.4344854, -70.68040000000001 -33.434554)",,,,,,
388715,130334653,0,41764798,False,4,Avenida Portugal,secondary,236.66899999999998,"LINESTRING (-70.6353257 -33.4482017, -70.63540450000001 -33.447912, -70.63559650000001 -33.4472039, -70.63599139999999 -33.4461488)",,,,,,
388715,476178254,0,41764798,False,4,Avenida Portugal,secondary,387.543,"LINESTRING (-70.6353257 -33.4482017, -70.6349831 -33.4495544, -70.63475459999999 -33.450447, -70.6347299 -33.4505359, -70.6344608 -33.4516114)",,,,,,
388715,710722679,0,242669436,True,3,Santa Isabel,secondary,300.458,"LINESTRING (-70.6353257 -33.4482017, -70.63446639999999 -33.4479658, -70.6342106 -33.4478956, -70.633695 -33.447754, -70.632465 -33.4474362, -70.6323611 -33.4474173, -70.6322368 -33.4474418)",,,,,,
253281656,1857514325,0,196772150,True,2,Avenida Brasil,secondary,571.6359999999999,"LINESTRING (-70.6651265 -33.4421791, -70.6651018 -33.4433681, -70.6649726 -33.4442865, -70.6649077 -33.4448416, -70.6648613 -33.4452581, -70.6646559 -33.4466846, -70.6646527 -33.4467546, -70.6646648 -33.4469228, -70.6647423 -33.4472928)",,,,,,
254346567,254346794,0,447780991,True,2,Avenida Ricardo Cumming,primary,124.943,"LINESTRING (-70.66885449999999 -33.4349228, -70.6689686 -33.4338032)",30,,,,,
254346567,227925875,0,"[92360512, 448177167]",True,2,"['San Pablo', 'Avenida San Pablo']",primary,365.271,"LINESTRING (-70.66885449999999 -33.4349228, -70.6683364 -33.4348997, -70.6673665 -33.4348654, -70.66628059999999 -33.4348213, -70.66492239999999 -33.4347701)",50,,,,,
254346870,254346567,0,92360512,True,2,Avenida San Pablo,primary,111.27199999999999,"LINESTRING (-70.6700524 -33.4349672, -70.6700218 -33.4349645, -70.66984669999999 -33.4349583, -70.6689722 -33.4349273, -70.66885449999999 -33.4349228)",50,,,,,
285738885,1691362559,0,814502479,False,6,Puente Loreto,primary,11.704,"LINESTRING (-70.6428001 -33.4347007, -70.6427778 -33.4345971)",,,,,,
285738885,6358908269,0,"[679088072, 444825661]",True,3,José Miguel de la Barra,primary,153.737,"LINESTRING (-70.6428001 -33.4347007, -70.64287520000001 -33.4347813, -70.6429053 -33.4348889, -70.64315670000001 -33.4355955, -70.6433425 -33.4359997)",,,,,,
476178254,1070152557,0,13858323,True,2,Portugal,secondary,526.2059999999999,"LINESTRING (-70.6344608 -33.4516114, -70.6342265 -33.4526261, -70.63420929999999 -33.4526922, -70.63419089999999 -33.4527631, -70.6339249 -33.4537887, -70.63390080000001 -33.4538818, -70.6338817 -33.4539554, -70.6335545 -33.4552167, -70.6333415 -33.4560378, -70.63333369999999 -33.4561342, -70.6333236 -33.4562455)",,,,,,
476178254,388715,0,41764798,False,4,Avenida Portugal,secondary,387.543,"LINESTRING (-70.6344608 -33.4516114, -70.6347299 -33.4505359, -70.63475459999999 -33.450447, -70.6349831 -33.4495544, -70.6353257 -33.4482017)",,,,,,
1070152557,265664853,0,13858323,True,2,Portugal,secondary,9.358,"LINESTRING (-70.6333236 -33.4562455, -70.6333049 -33.4563282)",,,,,,
1070152557,1262182617,0,92188031,False,,Ciclovía Matta,cycleway,326.059,"LINESTRING (-70.6333236 -33.4562455, -70.6331258 -33.4562159, -70.6330562 -33.4561657, -70.6329295 -33.4561663, -70.6325775 -33.4560938, -70.6324762 -33.4560361, -70.632154 -33.4559792, -70.6318912 -33.4559289, -70.63129410000001 -33.4558073, -70.6307582 -33.4557045, -70.63061190000001 -33.4556777, -70.62993729999999 -33.4555331)",,yes,,,,
1070152557,7086673115,0,92188031,False,,Ciclovía Matta,cycleway,593.111,"LINESTRING (-70.6333236 -33.4562455, -70.6342808 -33.4564522, -70.6343308 -33.4564648, -70.6344673 -33.4564747, -70.6357726 -33.4567527, -70.6358065 -33.4567294, -70.635848 -33.456755, -70.63596579999999 -33.4567658, -70.6359908 -33.4567823, -70.6360617 -33.4568306, -70.6361624 -33.4568377, -70.63628610000001 -33.4568659, -70.63681819999999 -33.4569632, -70.636938 -33.456996, -70.6377334 -33.4571701, -70.638141 -33.4572565, -70.63820680000001 -33.4572968, -70.6382667 -33.4573095, -70.6383538 -33.4573016, -70.6394145 -33.4575263, -70.639475 -33.4575389)",,yes,,,,
1691362559,285738885,0,814502479,False,6,Puente Loreto,primary,11.704,"LINESTRING (-70.6427778 -33.4345971, -70.6428001 -33.4347007)",,,,,,
1691362559,5262599268,0,"[456672273, 675433822]",False,,Ciclovía Parque Forestal,"['cycleway', 'path']",732.1609999999998,"LINESTRING (-70.6427778 -33.4345971, -70.64262479999999 -33.434627, -70.6389947 -33.4354328, -70.63888350000001 -33.4354613, -70.636899 -33.4359101, -70.63553899999999 -33.4362231, -70.6355394 -33.4363015, -70.6355459 -33.4363736, -70.6355654 -33.4365506)",,,,1,,
1691362559,6700679120,0,"[323913760, 323913763, 532827076, 532827077, 532827078, 321238223, 321238224, 456672273, 562615861]",False,,"['Mapocho 42K', 'Ciclovía Parque Forestal']",cycleway,2829.493000000001,"LINESTRING (-70.6427778 -33.4345971, -70.6429399 -33.4345571, -70.64296160000001 -33.4345523, -70.64544429999999 -33.4339781, -70.6478552 -33.4333805, -70.6480493 -33.4333464, -70.6485479 -33.4332314, -70.6485979 -33.4332132, -70.6487479 -33.4331708, -70.6488798 -33.4330939, -70.65039659999999 -33.4327396, -70.651672 -33.4324318, -70.6529377 -33.4321534, -70.6530815 -33.4321196, -70.6536385 -33.4319882, -70.6553572 -33.4315932, -70.657195 -33.4311712, -70.65946169999999 -33.4306535, -70.6595185 -33.4307084, -70.6595378 -33.4307227, -70.6595552 -33.4307356, -70.65957710000001 -33.430749, -70.6596023 -33.430763, -70.6596311 -33.4307768, -70.6596639 -33.4307906, -70.65970110000001 -33.4308054, -70.6597347 -33.4308183, -70.65976240000001 -33.4308273, -70.659791 -33.4308363, -70.6598094 -33.4308442, -70.65982959999999 -33.4308587, -70.6598565 -33.4308817, -70.65992970000001 -33.4308535, -70.659994 -33.4308268, -70.6600297 -33.4308134, -70.660048 -33.4308078, -70.6600744 -33.4308043, -70.66010230000001 -33.430805, -70.6601381 -33.4308074, -70.6601845 -33.430811, -70.66026359999999 -33.4308124, -70.6603025 -33.4308111, -70.660346 -33.4308059, -70.6604451 -33.4307859, -70.66059300000001 -33.4307336, -70.6611924 -33.4305358, -70.6613821 -33.4304401, -70.6614675 -33.4303982, -70.66152049999999 -33.4303461, -70.6615382 -33.4302738, -70.66213860000001 -33.430113, -70.66383449999999 -33.4295588, -70.6646647 -33.4292868, -70.6654929 -33.4290166, -70.66817399999999 -33.428154, -70.67111370000001 -33.4271232, -70.67114719999999 -33.4271248, -70.6711698 -33.4271364, -70.6711988 -33.427148, -70.671267 -33.4271455, -70.67133509999999 -33.4271539, -70.6715487 -33.4271116)",,,yes,1,,
1857514321,1857514325,0,353008506,False,,Ciclovía Alameda,cycleway,10.267,"LINESTRING (-70.6646351 -33.4472699, -70.6647423 -33.4472928)",,,,,,
1857514321,4978288358,0,"[43704635, 445511083, 447781291]",True,2,"['Almirante Latorre', 'Avenida Brasil']",secondary,833.4879999999999,"LINESTRING (-70.6646351 -33.4472699, -70.6645572 -33.4470108, -70.66453540000001 -33.4468925, -70.6645163 -33.4467389, -70.66475629999999 -33.4448238, -70.6648282 -33.4442749, -70.66495740000001 -33.4433541, -70.6649839 -33.4421651, -70.66498900000001 -33.4420911, -70.6649678 -33.44112, -70.6649675 -33.4411085, -70.6649659 -33.4410712, -70.6649637 -33.4409977, -70.6649537 -33.4406592, -70.6649134 -33.4402476, -70.6648445 -33.4400057, -70.66484060000001 -33.4399922, -70.6648198 -33.4399191, -70.6648356 -33.4398164)",,,,,,
1857514321,5292080454,0,"[353008506, 547718580, 547718581, 547718582]",False,,Ciclovía Alameda,cycleway,711.9259999999999,"LINESTRING (-70.6646351 -33.4472699, -70.66458419999999 -33.4472571, -70.6645547 -33.4471814, -70.6642109 -33.4471061, -70.66363269999999 -33.4469727, -70.6635192 -33.4470061, -70.66327080000001 -33.446942, -70.6632288 -33.4468984, -70.6632073 -33.4468029, -70.663073 -33.44677, -70.66283230000001 -33.4467112, -70.6627589 -33.4465804, -70.6626061 -33.4465476, -70.6625172 -33.4465302, -70.66240740000001 -33.446684, -70.6619938 -33.4465938, -70.6618263 -33.4466096, -70.6617552 -33.4466786, -70.6616523 -33.4466566, -70.6615473 -33.4466313, -70.6615542 -33.4466145, -70.6615638 -33.4465927, -70.6615815 -33.4465456, -70.6615796 -33.4465305, -70.6615778 -33.4465163, -70.66156839999999 -33.4465009, -70.661556 -33.4464898, -70.6615453 -33.4464822, -70.6608722 -33.4463177, -70.6608269 -33.4463066, -70.6608133 -33.4463726, -70.6607951 -33.4464642, -70.66070790000001 -33.4464427, -70.6606013 -33.4464178, -70.6605359 -33.4464004, -70.6605763 -33.4460403, -70.6603448 -33.4459876, -70.6601167 -33.4459625, -70.6600096 -33.4460777, -70.659486 -33.4459482, -70.65942200000001 -33.4458238, -70.65874119999999 -33.4456553, -70.6585924 -33.4456234)",,,,,,
1857514325,1857514321,0,353008506,False,,Ciclovía Alameda,cycleway,10.267,"LINESTRING (-70.6647423 -33.4472928, -70.6646351 -33.4472699)",,,,,,
1857514325,4765531800,0,557381884,True,2,Almirante Latorre,secondary,13.969000000000001,"LINESTRING (-70.6647423 -33.4472928, -70.6647552 -33.4473588, -70.6647372 -33.4474156)",,,,,,
1857514325,6809887235,0,353008506,False,,Ciclovía Alameda,cycleway,261.20899999999995,"LINESTRING (-70.6647423 -33.4472928, -70.66491809999999 -33.4473266, -70.6650023 -33.4472297, -70.6657311 -33.4474053, -70.6658614 -33.4474899, -70.6663344 -33.4476198, -70.666408 -33.4476373, -70.6664675 -33.4476514, -70.6664834 -33.4476494, -70.666496 -33.4476459, -70.66650869999999 -33.4476374, -70.6665213 -33.4476314, -70.6665344 -33.4476292, -70.66655710000001 -33.4476308, -70.66699680000001 -33.4477228, -70.6670122 -33.4477237, -70.6670244 -33.4477221, -70.6670328 -33.4477182, -70.6671073 -33.4476742, -70.6671211 -33.4476743, -70.667266 -33.4477113, -70.6673418 -33.4477484)",,,,,,
3891166962,3891166960,0,179551969,True,1,República,residential,125.795,"LINESTRING (-70.6670946 -33.4545201, -70.6671092 -33.4544429, -70.6672049 -33.4539848, -70.6673121 -33.4534713, -70.6673285 -33.4534058)",60,,,,,
4399529555,4765531800,0,"[646137971, 445511085]",False,4,Almirante Latorre,secondary,426.484,"LINESTRING (-70.6645896 -33.4512454, -70.66467710000001 -33.4502992, -70.66471559999999 -33.4491676, -70.6647585 -33.4481581, -70.6647645 -33.4476738, -70.6647634 -33.4475601, -70.66475250000001 -33.4474838, -70.6647372 -33.4474156)",60,,,,,
4399529555,1857514346,0,"[448560506, 441510939]",True,2,"['Almirante Latorre', 'Club Hípico']",secondary,189.822,"LINESTRING (-70.6645896 -33.4512454, -70.6645992 -33.4513257, -70.6646085 -33.4513651, -70.66462110000001 -33.4514092, -70.6646413 -33.4514556, -70.66466389999999 -33.451498, -70.6646812 -33.4515293, -70.66471629999999 -33.4515702, -70.6648182 -33.4516336, -70.6649826 -33.4528804)",60,,,,,
4765531800,1857514321,0,445511083,True,,Almirante Latorre,secondary,19.563000000000002,"LINESTRING (-70.6647372 -33.4474156, -70.6646526 -33.4473435, -70.6646351 -33.4472699)",,,,,,
4765531800,4399529555,0,"[646137971, 445511085]",False,4,Almirante Latorre,secondary,426.48400000000004,"LINESTRING (-70.6647372 -33.4474156, -70.66475250000001 -33.4474838, -70.6647634 -33.4475601, -70.6647645 -33.4476738, -70.6647585 -33.4481581, -70.66471559999999 -33.4491676, -70.66467710000001 -33.4502992, -70.6645896 -33.4512454)",60,,,,,
5664289140,130019135,0,"[60442721, 518061195, 13858321]",True,2,"['Portugal', 'José Victorino Lastarria']","['residential', 'secondary']",294.234,"LINESTRING (-70.6405518 -33.440295, -70.640716 -33.4402341, -70.6407779 -33.4401718, -70.6411435 -33.439824, -70.6411954 -33.4397761, -70.6412054 -33.4397281, -70.6412038 -33.4396789, -70.6411816 -33.4394894, -70.64117039999999 -33.4393839, -70.6411379 -33.4390202, -70.6411342 -33.4388867, -70.64112129999999 -33.4387172, -70.64108640000001 -33.4382161, -70.6410558 -33.4378934)",30,,,,,
5664289140,386248,0,448515627,False,4,Avenida Portugal,secondary,588.901,"LINESTRING (-70.6405518 -33.440295, -70.6403138 -33.4403789, -70.6398403 -33.4409108, -70.6390141 -33.4417899, -70.6389465 -33.441858, -70.6388962 -33.4419105, -70.63790830000001 -33.4429241, -70.6378211 -33.4430267, -70.6377165 -33.4431573, -70.6375407 -33.4435479, -70.6373947 -33.4437798, -70.63692829999999 -33.4445652)",,,,,,
512785038,2296016646,0,220490164,False,,,cycleway,133.607,"LINESTRING (-70.6529915 -33.4515759, -70.6537041 -33.4516584, -70.6544178 -33.4517419)",,,,,,
626082058,6809887235,0,353008506,False,,Ciclovía Alameda,cycleway,1034.1549999999995,"LINESTRING (-70.6778463 -33.4506348, -70.6777945 -33.4506098, -70.6776551 -33.4505375, -70.6766354 -33.4503164, -70.6764926 -33.4502691, -70.6764125 -33.4502039, -70.6755769 -33.4499663, -70.67456369999999 -33.4497024, -70.6744563 -33.4497305, -70.67423909999999 -33.4496732, -70.67414309999999 -33.449644, -70.6741179 -33.4496194, -70.674098 -33.4496031, -70.6740082 -33.449563, -70.6739669 -33.4495508, -70.67295369999999 -33.4492649, -70.6729182 -33.4492425, -70.67285630000001 -33.4492244, -70.6727388 -33.4491899, -70.67250730000001 -33.4491233, -70.67245459999999 -33.4491497, -70.6720492 -33.4490628, -70.670422 -33.4486344, -70.67034750000001 -33.4486163, -70.6702396 -33.4485543, -70.6687697 -33.4481542, -70.66854669999999 -33.4481021, -70.6685039 -33.4481011, -70.6684498 -33.4480911, -70.66831620000001 -33.4480598, -70.6681999 -33.4480337, -70.66758590000001 -33.44783, -70.6674165 -33.4477849, -70.6673418 -33.4477484)",,,,,,
626082080,1071220646,0,"[547718576, 547718578, 547718579]",False,,Ciclovía Alameda,cycleway,151.19199999999998,"LINESTRING (-70.65417119999999 -33.4446982, -70.655483 -33.4450486, -70.6555012 -33.4449313, -70.6556101 -33.4449464)",,,,,,
1070152543,1070152542,0,92188031,False,,Ciclovía Matta,cycleway,179.695,"LINESTRING (-70.6491712 -33.4595617, -70.64729749999999 -33.4591518)",,yes,,,,
1071220646,5027727663,0,629534342,True,2,Lord Cochrane,tertiary,15.5,"LINESTRING (-70.6556101 -33.4449464, -70.655619 -33.4448072)",30,,,,,
1071220646,5292080454,0,"[547718582, 547718574, 547718575]",False,,Ciclovía Alameda,cycleway,322.286,"LINESTRING (-70.6556101 -33.4449464, -70.65572210000001 -33.4449637, -70.6557942 -33.4450816, -70.6562203 -33.4451802, -70.656291 -33.4451374, -70.6564503 -33.44519, -70.6565978 -33.4452354, -70.6571563 -33.4454302, -70.65724659999999 -33.445507, -70.6572469 -33.4455796, -70.6572984 -33.4455913, -70.6574736 -33.4456306, -70.6575385 -33.4455279, -70.65837670000001 -33.4457081, -70.6584799 -33.4455995, -70.6585924 -33.4456234)",,,,,,
1071220646,626082080,0,"[547718576, 547718578, 547718579]",False,,Ciclovía Alameda,cycleway,151.192,"LINESTRING (-70.6556101 -33.4449464, -70.6555012 -33.4449313, -70.655483 -33.4450486, -70.65417119999999 -33.4446982)",,,,,,
1262182617,1070152557,0,92188031,False,,Ciclovía Matta,cycleway,326.0590000000001,"LINESTRING (-70.62993729999999 -33.4555331, -70.63061190000001 -33.4556777, -70.6307582 -33.4557045, -70.63129410000001 -33.4558073, -70.6318912 -33.4559289, -70.632154 -33.4559792, -70.6324762 -33.4560361, -70.6325775 -33.4560938, -70.6329295 -33.4561663, -70.6330562 -33.4561657, -70.6331258 -33.4562159, -70.6333236 -33.4562455)",,yes,,,,
2296016642,2296016646,0,220490164,False,,,cycleway,155.811,"LINESTRING (-70.6560801 -33.4519412, -70.6554455 -33.4518595, -70.6549978 -33.4518074, -70.6544178 -33.4517419)",,,,,,
2296016646,512785038,0,220490164,False,,,cycleway,133.607,"LINESTRING (-70.6544178 -33.4517419, -70.6537041 -33.4516584, -70.6529915 -33.4515759)",,,,,,
2296016646,2296016642,0,220490164,False,,,cycleway,155.811,"LINESTRING (-70.6544178 -33.4517419, -70.6549978 -33.4518074, -70.6554455 -33.4518595, -70.6560801 -33.4519412)",,,,,,
2296016646,253348623,0,399499076,True,2,Lord Cochrane,tertiary,156.566,"LINESTRING (-70.6544178 -33.4517419, -70.65443 -33.451644, -70.6544328 -33.4516226, -70.6545053 -33.4511367, -70.6546397 -33.4503462)",30,,,,,
2389929661,2389929659,0,156723523,False,,Ciclovía Exposición,cycleway,351.666,"LINESTRING (-70.677869 -33.4523808, -70.67792679999999 -33.4534505, -70.67797210000001 -33.4545307, -70.6779756 -33.454596, -70.6780546 -33.4555393)",,yes,,,,
3791788997,6833352795,0,729398121,False,,,cycleway,626.229,"LINESTRING (-70.6716023 -33.4760362, -70.6712962 -33.4760233, -70.6712328 -33.4760198, -70.66997859999999 -33.4759995, -70.6681918 -33.4759588, -70.66629330000001 -33.4759181, -70.6652972 -33.4759045, -70.66485280000001 -33.475896)",,,,,,
5917118231,2389929659,0,"[758761050, 156723523]",False,,Ciclovía Exposición,cycleway,1515.991,"LINESTRING (-70.6790565 -33.4691344, -70.6789393 -33.4678098, -70.6789253 -33.4671184, -70.67892310000001 -33.4670551, -70.678916 -33.4668437, -70.67890060000001 -33.466679, -70.67887159999999 -33.4663684, -70.6788249 -33.4654724, -70.6788038 -33.4649608, -70.67880150000001 -33.4649056, -70.6787805 -33.4644809, -70.6787198 -33.4637582, -70.6786905 -33.4634005, -70.6786568 -33.4629888, -70.6786099 -33.4624868, -70.6786031 -33.4624141, -70.6785307 -33.4614772, -70.6784791 -33.4614148, -70.6784814 -33.4613789, -70.6784064 -33.4601876, -70.6782999 -33.4589174, -70.6782405 -33.4581485, -70.6781479 -33.4567007, -70.6780546 -33.4555393)",,yes,,,,
6700679092,264246080,0,323913765,False,,Ciclovia General Bulnes,cycleway,15.953,"LINESTRING (-70.6719001 -33.4282175, -70.67179779999999 -33.4283328)",,,,,,
6700679120,1691362559,0,"[323913760, 323913763, 532827076, 532827077, 532827078, 321238223, 321238224, 456672273, 562615861]",False,,"['Mapocho 42K', 'Ciclovía Parque Forestal']",cycleway,2829.4930000000004,"LINESTRING (-70.6715487 -33.4271116, -70.67133509999999 -33.4271539, -70.671267 -33.4271455, -70.6711988 -33.427148, -70.6711698 -33.4271364, -70.67114719999999 -33.4271248, -70.67111370000001 -33.4271232, -70.66817399999999 -33.428154, -70.6654929 -33.4290166, -70.6646647 -33.4292868, -70.66383449999999 -33.4295588, -70.66213860000001 -33.430113, -70.6615382 -33.4302738, -70.66152049999999 -33.4303461, -70.6614675 -33.4303982, -70.6613821 -33.4304401, -70.6611924 -33.4305358, -70.66059300000001 -33.4307336, -70.6604451 -33.4307859, -70.660346 -33.4308059, -70.6603025 -33.4308111, -70.66026359999999 -33.4308124, -70.6601845 -33.430811, -70.6601381 -33.4308074, -70.66010230000001 -33.430805, -70.6600744 -33.4308043, -70.660048 -33.4308078, -70.6600297 -33.4308134, -70.659994 -33.4308268, -70.65992970000001 -33.4308535, -70.6598565 -33.4308817, -70.65982959999999 -33.4308587, -70.6598094 -33.4308442, -70.659791 -33.4308363, -70.65976240000001 -33.4308273, -70.6597347 -33.4308183, -70.65970110000001 -33.4308054, -70.6596639 -33.4307906, -70.6596311 -33.4307768, -70.6596023 -33.430763, -70.65957710000001 -33.430749, -70.6595552 -33.4307356, -70.6595378 -33.4307227, -70.6595185 -33.4307084, -70.65946169999999 -33.4306535, -70.657195 -33.4311712, -70.6553572 -33.4315932, -70.6536385 -33.4319882, -70.6530815 -33.4321196, -70.6529377 -33.4321534, -70.651672 -33.4324318, -70.65039659999999 -33.4327396, -70.6488798 -33.4330939, -70.6487479 -33.4331708, -70.6485979 -33.4332132, -70.6485479 -33.4332314, -70.6480493 -33.4333464, -70.6478552 -33.4333805, -70.64544429999999 -33.4339781, -70.64296160000001 -33.4345523, -70.6429399 -33.4345571, -70.6427778 -33.4345971)",,,yes,1,,
6809887235,626082058,0,353008506,False,,Ciclovía Alameda,cycleway,1034.155,"LINESTRING (-70.6673418 -33.4477484, -70.6674165 -33.4477849, -70.66758590000001 -33.44783, -70.6681999 -33.4480337, -70.66831620000001 -33.4480598, -70.6684498 -33.4480911, -70.6685039 -33.4481011, -70.66854669999999 -33.4481021, -70.6687697 -33.4481542, -70.6702396 -33.4485543, -70.67034750000001 -33.4486163, -70.670422 -33.4486344, -70.6720492 -33.4490628, -70.67245459999999 -33.4491497, -70.67250730000001 -33.4491233, -70.6727388 -33.4491899, -70.67285630000001 -33.4492244, -70.6729182 -33.4492425, -70.67295369999999 -33.4492649, -70.6739669 -33.4495508, -70.6740082 -33.449563, -70.674098 -33.4496031, -70.6741179 -33.4496194, -70.67414309999999 -33.449644, -70.67423909999999 -33.4496732, -70.6744563 -33.4497305, -70.67456369999999 -33.4497024, -70.6755769 -33.4499663, -70.6764125 -33.4502039, -70.6764926 -33.4502691, -70.6766354 -33.4503164, -70.6776551 -33.4505375, -70.6777945 -33.4506098, -70.6778463 -33.4506348)",,,,,,
6809887235,1857514325,0,353008506,False,,Ciclovía Alameda,cycleway,261.209,"LINESTRING (-70.6673418 -33.4477484, -70.667266 -33.4477113, -70.6671211 -33.4476743, -70.6671073 -33.4476742, -70.6670328 -33.4477182, -70.6670244 -33.4477221, -70.6670122 -33.4477237, -70.66699680000001 -33.4477228, -70.66655710000001 -33.4476308, -70.6665344 -33.4476292, -70.6665213 -33.4476314, -70.66650869999999 -33.4476374, -70.666496 -33.4476459, -70.6664834 -33.4476494, -70.6664675 -33.4476514, -70.666408 -33.4476373, -70.6663344 -33.4476198, -70.6658614 -33.4474899, -70.6657311 -33.4474053, -70.6650023 -33.4472297, -70.66491809999999 -33.4473266, -70.6647423 -33.4472928)",,,,,,
6809887235,254346565,0,"[726515491, 726515492, 448540429, 23406233, 447780991]",True,2,Avenida Ricardo Cumming,primary,1244.4130000000002,"LINESTRING (-70.6673418 -33.4477484, -70.6673572 -33.4477218, -70.66739579999999 -33.4476701, -70.66745349999999 -33.4475689, -70.6674732 -33.4475281, -70.6674859 -33.4474921, -70.6675099 -33.4474096, -70.6675158 -33.4473677, -70.6675216 -33.4472886, -70.6675554 -33.4467758, -70.6675618 -33.4466299, -70.6675852 -33.4463578, -70.66766079999999 -33.4455414, -70.66769480000001 -33.4451832, -70.6677519 -33.4444882, -70.66779459999999 -33.4437754, -70.6678879 -33.4425943, -70.6678926 -33.4425626, -70.6681349 -33.4414455, -70.6682416 -33.4409231, -70.668373 -33.4403845, -70.668378 -33.440364, -70.66839419999999 -33.4402977, -70.66847129999999 -33.439157, -70.66857109999999 -33.4380209, -70.66861160000001 -33.4376382, -70.6686972 -33.4366456)",30,,,,,
6833352795,3791788997,0,729398121,False,,,cycleway,626.2290000000002,"LINESTRING (-70.66485280000001 -33.475896, -70.6652972 -33.4759045, -70.66629330000001 -33.4759181, -70.6681918 -33.4759588, -70.66997859999999 -33.4759995, -70.6712328 -33.4760198, -70.6712962 -33.4760233, -70.6716023 -33.4760362)",,,,,,
7086672681,7622691303,0,"[758764851, 758764853]",False,,,cycleway,590.736,"LINESTRING (-70.648636 -33.4525004, -70.6486486 -33.4524214, -70.6486536 -33.45239, -70.6487808 -33.4517701, -70.6488571 -33.4514111, -70.6489509 -33.4508943, -70.64905880000001 -33.4503583, -70.6490836 -33.4501797, -70.64919860000001 -33.4496673, -70.6496729 -33.4474378, -70.6496487 -33.4472629)",,,yes,,,
