u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,junction,access,service
15092712,5523273652,0,8000969,2,Echaurren,residential,30,False,63.419,"LINESTRING (-70.66600889999999 -33.4572478, -70.6660502 -33.4566785)",,,
130019129,1841288591,0,518061195,2,José Victorino Lastarria,residential,30,True,14.849,"LINESTRING (-70.6411379 -33.4390202, -70.6411342 -33.4388867)",,,
130019545,130019135,0,518061195,2,José Victorino Lastarria,residential,30,True,35.995,"LINESTRING (-70.64108640000001 -33.4382161, -70.6410558 -33.4378934)",,,
141061381,609286319,0,14421616,2,Domeyko,residential,30,False,43.384,"LINESTRING (-70.66496770000001 -33.4564229, -70.66542629999999 -33.4564993)",,,
149809200,6097109338,0,399499076,2,Lord Cochrane,tertiary,30,True,31.293,"LINESTRING (-70.6540844 -33.4544336, -70.6541206 -33.4541538)",,,
253282017,265688239,0,726515491,2,Avenida Ricardo Cumming,primary,30,True,77.462,"LINESTRING (-70.66769480000001 -33.4451832, -70.6677519 -33.4444882)",,,
253282023,6809887189,0,726515491,2,Avenida Ricardo Cumming,primary,30,True,131.618,"LINESTRING (-70.66779459999999 -33.4437754, -70.6678879 -33.4425943)",,,
253282032,605144029,0,726515491,2,Avenida Ricardo Cumming,primary,30,True,91.05,"LINESTRING (-70.6675852 -33.4463578, -70.66766079999999 -33.4455414)",,,
253348617,6214699479,0,399499076,2,Lord Cochrane,tertiary,30,True,166.838,"LINESTRING (-70.65518849999999 -33.4468621, -70.65545849999999 -33.4453787)",,,
253348621,253348617,0,399499076,2,Lord Cochrane,tertiary,30,True,124.479,"LINESTRING (-70.6550144 -33.4479721, -70.65518849999999 -33.4468621)",,,
253348622,253348621,0,399499076,2,Lord Cochrane,tertiary,30,True,112.459,"LINESTRING (-70.6548597 -33.4489752, -70.6550144 -33.4479721)",,,
253348623,253348622,0,399499076,2,Lord Cochrane,tertiary,30,True,153.809,"LINESTRING (-70.6546397 -33.4503462, -70.6548597 -33.4489752)",,,
253348624,253348623,0,399499076,2,Lord Cochrane,tertiary,30,True,88.78,"LINESTRING (-70.6545053 -33.4511367, -70.6546397 -33.4503462)",,,
253348626,512785349,0,399499076,2,Lord Cochrane,tertiary,30,True,32.295,"LINESTRING (-70.6542695 -33.4528587, -70.6542974 -33.4525692)",,,
253348627,253348626,0,399499076,2,Lord Cochrane,tertiary,30,True,77.271,"LINESTRING (-70.6541907 -33.4535505, -70.6542695 -33.4528587)",,,
253348628,6040575536,0,399499076,2,Lord Cochrane,tertiary,30,True,64.611,"LINESTRING (-70.653907 -33.4559615, -70.6539748 -33.4553832)",,,
253348629,4473692856,0,399499076,2,Lord Cochrane,tertiary,30,True,96.542,"LINESTRING (-70.65370609999999 -33.4576332, -70.65379969999999 -33.4567685)",,,
253348630,253348629,0,399499076,2,Lord Cochrane,tertiary,30,True,117.211,"LINESTRING (-70.6535921 -33.458683, -70.65370609999999 -33.4576332)",,,
253348631,253348630,0,399499076,2,Lord Cochrane,tertiary,30,True,146.477,"LINESTRING (-70.6534089 -33.4599914, -70.6535921 -33.458683)",,,
253359489,253348631,0,399499076,2,Lord Cochrane,tertiary,30,True,20.835,"LINESTRING (-70.65338079999999 -33.4601773, -70.6534089 -33.4599914)",,,
253359492,253359489,0,399499076,2,Lord Cochrane,tertiary,30,True,127.036,"LINESTRING (-70.6532533 -33.4613148, -70.65338079999999 -33.4601773)",,,
253359495,4458314595,0,399499076,2,Lord Cochrane,tertiary,30,True,85.327,"LINESTRING (-70.6531006 -33.4626091, -70.653184 -33.4618449)",,,
253411536,253411539,0,448540429,2,Avenida Ricardo Cumming,primary,30,True,126.234,"LINESTRING (-70.6678926 -33.4425626, -70.6681349 -33.4414455)",,,
253411539,4455192257,0,448540429,2,Avenida Ricardo Cumming,primary,30,True,58.926,"LINESTRING (-70.6681349 -33.4414455, -70.6682416 -33.4409231)",,,
254346560,254346563,0,448540429,2,Avenida Ricardo Cumming,primary,30,True,126.668,"LINESTRING (-70.66847129999999 -33.439157, -70.66857109999999 -33.4380209)",,,
254346563,254346688,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,42.72,"LINESTRING (-70.66857109999999 -33.4380209, -70.66861160000001 -33.4376382)",,,
254346565,254346567,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,192.122,"LINESTRING (-70.6686972 -33.4366456, -70.66885449999999 -33.4349228)",,,
254346567,254346794,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,124.943,"LINESTRING (-70.66885449999999 -33.4349228, -70.6689686 -33.4338032)",,,
254346570,264248193,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,40.476,"LINESTRING (-70.6691946 -33.4313953, -70.66923300000001 -33.4310327)",,,
254346572,4448304861,0,447780985,2,Avenida Ricardo Cumming,primary,30,True,31.588,"LINESTRING (-70.6693341 -33.4299937, -70.66936370000001 -33.4297107)",,,
254346688,254346565,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,110.658,"LINESTRING (-70.66861160000001 -33.4376382, -70.6686972 -33.4366456)",,,
254346739,264246765,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,47.926,"LINESTRING (-70.6691208 -33.4321334, -70.66916809999999 -33.4317042)",,,
254346794,605145758,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,29.182,"LINESTRING (-70.6689686 -33.4338032, -70.6689937 -33.4335416)",,,
264246765,254346570,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,34.436,"LINESTRING (-70.66916809999999 -33.4317042, -70.6691946 -33.4313953)",,,
264248193,264248197,0,447780985,2,Avenida Ricardo Cumming,primary,30,True,40.256,"LINESTRING (-70.66923300000001 -33.4310327, -70.6692657 -33.4306717)",,,
264248197,264248234,0,447780985,2,Avenida Ricardo Cumming,primary,30,True,35.104,"LINESTRING (-70.6692657 -33.4306717, -70.6692958 -33.430357)",,,
264248234,254346572,0,447780985,2,Avenida Ricardo Cumming,primary,30,True,40.553,"LINESTRING (-70.6692958 -33.430357, -70.6693341 -33.4299937)",,,
265665161,2162934189,0,399499076,2,Lord Cochrane,tertiary,30,True,62.426,"LINESTRING (-70.6521766 -33.4701705, -70.65223349999999 -33.4696111)",,,
265668129,5131081529,0,399499076,2,Lord Cochrane,tertiary,30,True,133.087,"LINESTRING (-70.6528843 -33.464201, -70.6530334 -33.4630106)",,,
265668365,5785170568,0,399499076,2,Lord Cochrane,tertiary,30,True,253.014,"LINESTRING (-70.6525876 -33.4665245, -70.65287549999999 -33.4642618)",,,
265679605,663087894,0,399499076,2,Lord Cochrane,tertiary,30,True,51.88,"LINESTRING (-70.6522916 -33.4690434, -70.652349 -33.4685793)",,,
265688239,253282023,0,726515491,2,Avenida Ricardo Cumming,primary,30,True,79.359,"LINESTRING (-70.6677519 -33.4444882, -70.66779459999999 -33.4437754)",,,
265688323,5268807080,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,18.696,"LINESTRING (-70.66797 -33.448066, -70.6678004 -33.4479752)",,,
457453515,6215412778,0,13858321,2,José Victorino Lastarria,residential,30,True,5.417,"LINESTRING (-70.6411954 -33.4397761, -70.6412054 -33.4397281)",,,
457453516,1841288596,0,13858321,2,José Victorino Lastarria,residential,30,True,21.172,"LINESTRING (-70.6412038 -33.4396789, -70.6411816 -33.4394894)",,,
512785100,2296016646,0,399499076,2,Lord Cochrane,tertiary,30,True,25.732,"LINESTRING (-70.6543822 -33.4519714, -70.6544178 -33.4517419)",,,
512785188,512785100,0,399499076,2,Lord Cochrane,tertiary,30,True,30.422,"LINESTRING (-70.6543417 -33.4522429, -70.6543822 -33.4519714)",,,
512785349,512785188,0,399499076,2,Lord Cochrane,tertiary,30,True,36.515,"LINESTRING (-70.6542974 -33.4525692, -70.6543417 -33.4522429)",,,
560073671,6071898825,0,44061474,4,Nueva Centenario,tertiary,30,False,6.61,"LINESTRING (-70.6552167 -33.4761737, -70.65526920000001 -33.4762139)",,,
560073671,6071898826,0,44061474,4,Nueva Centenario,tertiary,30,False,3.625,"LINESTRING (-70.6552167 -33.4761737, -70.65518899999999 -33.4761507)",,,
560073672,6071898822,0,44061474,4,Nueva Centenario,tertiary,30,False,7.712,"LINESTRING (-70.6554641 -33.4762871, -70.6555465 -33.4762964)",,,
560073672,4389876462,0,44061474,4,Nueva Centenario,tertiary,30,False,5.598,"LINESTRING (-70.6554641 -33.4762871, -70.6554052 -33.4762761)",,,
560073673,560073675,0,44061474,4,Nueva Centenario,tertiary,30,False,58.115,"LINESTRING (-70.65594520000001 -33.4762719, -70.6565636 -33.4761877)",,,
560073673,6071898828,0,44061474,4,Nueva Centenario,tertiary,30,False,23.764,"LINESTRING (-70.65594520000001 -33.4762719, -70.6556902 -33.4762927)",,,
560073675,6071898821,0,44061474,4,Nueva Centenario,tertiary,30,False,36.066,"LINESTRING (-70.6565636 -33.4761877, -70.6569494 -33.4761471)",,,
560073675,560073673,0,44061474,4,Nueva Centenario,tertiary,30,False,58.115,"LINESTRING (-70.6565636 -33.4761877, -70.65594520000001 -33.4762719)",,,
560073677,4389876459,0,44061474,4,Nueva Centenario,tertiary,30,False,161.822,"LINESTRING (-70.65927979999999 -33.4759243, -70.6610135 -33.475761)",,,
560073677,4504697056,0,44061474,4,Nueva Centenario,tertiary,30,False,156.969,"LINESTRING (-70.65927979999999 -33.4759243, -70.65759850000001 -33.4760857)",,,
560073678,560073680,0,44061474,4,Nueva Centenario,tertiary,30,False,16.261,"LINESTRING (-70.6616691 -33.4757148, -70.6618443 -33.4757093)",,,
560073678,6071898829,0,44061474,4,Nueva Centenario,tertiary,30,False,12.919,"LINESTRING (-70.6616691 -33.4757148, -70.66153 -33.4757209)",,,
560073680,6071898830,0,44061474,4,Nueva Centenario,tertiary,30,False,31.479,"LINESTRING (-70.6618443 -33.4757093, -70.6621837 -33.4757087)",,,
560073680,560073678,0,44061474,4,Nueva Centenario,tertiary,30,False,16.261,"LINESTRING (-70.6618443 -33.4757093, -70.6616691 -33.4757148)",,,
560073681,2294204128,0,44061474,4,Nueva Centenario,tertiary,30,False,98.371,"LINESTRING (-70.6636651 -33.4757378, -70.66472570000001 -33.4757398)",,,
560073681,6071898830,0,44061474,4,Nueva Centenario,tertiary,30,False,137.438,"LINESTRING (-70.6636651 -33.4757378, -70.6621837 -33.4757087)",,,
605144029,253282017,0,726515491,2,Avenida Ricardo Cumming,primary,30,True,39.955,"LINESTRING (-70.66766079999999 -33.4455414, -70.66769480000001 -33.4451832)",,,
605145758,4448461355,0,447780991,2,Avenida Ricardo Cumming,primary,30,True,58.452,"LINESTRING (-70.6689937 -33.4335416, -70.6690424 -33.4330175)",,,
609286193,609286195,0,47545277,2,San Emilio,residential,15,False,67.648,"LINESTRING (-70.66428790000001 -33.4543316, -70.6650157 -33.454369)",,,
609286195,609286193,0,47545277,2,San Emilio,residential,15,False,67.648,"LINESTRING (-70.6650157 -33.454369, -70.66428790000001 -33.4543316)",,,
609286248,4455574703,0,47545275,2,Pasaje Nueva 1,residential,15,False,12.413,"LINESTRING (-70.6656278 -33.4571772, -70.66565559999999 -33.457068)",,,
609286250,6014182429,0,14421616,2,Domeyko,residential,30,False,18.604,"LINESTRING (-70.66577599999999 -33.4565641, -70.66557950000001 -33.4565307)",,,
609286250,6014182427,0,14421616,2,Domeyko,residential,30,False,19.553,"LINESTRING (-70.66577599999999 -33.4565641, -70.6659813 -33.4566039)",,,
609286250,4455574703,0,47545275,2,Pasaje Nueva 1,residential,15,False,57.134,"LINESTRING (-70.66577599999999 -33.4565641, -70.66565559999999 -33.457068)",,,
609286270,4455574704,0,47545274,2,Pasaje Nueva 2,residential,15,False,10.382,"LINESTRING (-70.6652911 -33.4571152, -70.6653156 -33.4570241)",,,
609286319,141061381,0,14421616,2,Domeyko,residential,30,False,43.384,"LINESTRING (-70.66542629999999 -33.4564993, -70.66496770000001 -33.4564229)",,,
609286319,6014182429,0,14421616,2,Domeyko,residential,30,False,14.635,"LINESTRING (-70.66542629999999 -33.4564993, -70.66557950000001 -33.4565307)",,,
609286319,4455574704,0,47545274,2,Pasaje Nueva 2,residential,15,False,59.252,"LINESTRING (-70.66542629999999 -33.4564993, -70.6653156 -33.4570241)",,,
609289215,3331853462,0,675481988,,,secondary,20,True,2.963,"LINESTRING (-70.66385630000001 -33.4585436, -70.6638638 -33.4585177)",roundabout,,
609289233,609289235,0,675481988,,,secondary,20,True,3.049,"LINESTRING (-70.6638808 -33.458495, -70.6639064 -33.4584778)",roundabout,,
609289235,7671726653,0,675481988,,,secondary,20,True,3.288,"LINESTRING (-70.6639064 -33.4584778, -70.66393909999999 -33.4584664)",roundabout,,
609289244,3331853470,0,675481988,,,secondary,20,True,2.469,"LINESTRING (-70.66404559999999 -33.458516, -70.6640531 -33.4585373)",roundabout,,
609289246,3331853450,0,675481988,,,secondary,20,True,2.468,"LINESTRING (-70.66405349999999 -33.4585595, -70.6640469 -33.458581)",roundabout,,
612588146,130019129,0,13858321,2,José Victorino Lastarria,residential,30,True,40.554,"LINESTRING (-70.64117039999999 -33.4393839, -70.6411379 -33.4390202)",,,
663087894,5785170581,0,399499076,2,Lord Cochrane,tertiary,30,True,215.761,"LINESTRING (-70.652349 -33.4685793, -70.65257130000001 -33.4666478)",,,
663092761,149809200,0,399499076,2,Lord Cochrane,tertiary,30,True,42.396,"LINESTRING (-70.65403910000001 -33.454813, -70.6540844 -33.4544336)",,,
663092766,663092761,0,399499076,2,Lord Cochrane,tertiary,30,True,50.229,"LINESTRING (-70.653988 -33.4552627, -70.65403910000001 -33.454813)",,,
1071220646,5027727663,0,629534342,2,Lord Cochrane,tertiary,30,True,15.5,"LINESTRING (-70.6556101 -33.4449464, -70.655619 -33.4448072)",,,
1279505078,130334912,0,367876780,,Mosqueto,residential,20,True,137.317,"LINESTRING (-70.64437049999999 -33.4365955, -70.644221 -33.4378241)",,,
1390397208,6708913966,0,158577338,,Cerro Santa Lucía,service,30,False,3.692,"LINESTRING (-70.64320789999999 -33.4388109, -70.6431765 -33.4388313)",,private,
1390397208,5264788843,0,158577338,,Cerro Santa Lucía,service,30,False,4.2,"LINESTRING (-70.64320789999999 -33.4388109, -70.6432475 -33.4387926)",,private,
1390397213,6708913968,0,158577338,,Cerro Santa Lucía,service,30,False,3.465,"LINESTRING (-70.6432325 -33.439002, -70.6432698 -33.4390006)",,private,
1390397213,6708878881,0,158577338,,Cerro Santa Lucía,service,30,False,3.048,"LINESTRING (-70.6432325 -33.439002, -70.6432009 -33.4390095)",,private,
1390397215,6708878875,0,158577338,,Cerro Santa Lucía,service,30,False,10.792,"LINESTRING (-70.6429997 -33.4409199, -70.643049 -33.4410078)",,private,
1390397215,6708878874,0,158577338,,Cerro Santa Lucía,service,30,False,15.266,"LINESTRING (-70.6429997 -33.4409199, -70.64293929999999 -33.4407922)",,private,
1390397216,6708913978,0,158577338,,Cerro Santa Lucía,service,30,False,7.488,"LINESTRING (-70.6445181 -33.4410081, -70.6445358 -33.4409424)",,private,
1390397216,1390397246,0,158577338,,Cerro Santa Lucía,service,30,False,10.584,"LINESTRING (-70.6445181 -33.4410081, -70.6444884 -33.4411)",,private,
1390397219,6708878874,0,158577338,,Cerro Santa Lucía,service,30,False,14.355,"LINESTRING (-70.6428844 -33.4406715, -70.64293929999999 -33.4407922)",,private,
1390397219,5272846296,0,158577338,,Cerro Santa Lucía,service,30,False,16.014,"LINESTRING (-70.6428844 -33.4406715, -70.64282830000001 -33.4405353)",,private,
1390397220,6708913970,0,158577338,,Cerro Santa Lucía,service,30,False,6.395,"LINESTRING (-70.6427099 -33.4399083, -70.64270399999999 -33.4399656)",,private,
1390397220,6708913969,0,158577338,,Cerro Santa Lucía,service,30,False,5.765,"LINESTRING (-70.6427099 -33.4399083, -70.6427159 -33.4398567)",,private,
1390397222,6325454308,0,158577338,,Cerro Santa Lucía,service,30,False,4.321,"LINESTRING (-70.6433756 -33.4387878, -70.64333000000001 -33.4387799)",,private,
1390397222,6708878879,0,158577338,,Cerro Santa Lucía,service,30,False,3.879,"LINESTRING (-70.6433756 -33.4387878, -70.6434101 -33.4388075)",,private,
1390397223,5272846302,0,158577338,,Cerro Santa Lucía,service,30,False,17.637,"LINESTRING (-70.6429225 -33.4393544, -70.6428471 -33.4395)",,private,
1390397223,1390397253,0,158577338,,Cerro Santa Lucía,service,30,False,35.708,"LINESTRING (-70.6429225 -33.4393544, -70.64305299999999 -33.4390523)",,private,
1390397230,6708878882,0,158577338,,Cerro Santa Lucía,service,30,False,2.759,"LINESTRING (-70.64316839999999 -33.4390415, -70.6431826 -33.4390197)",,private,
1390397230,6708901490,0,158577338,,Cerro Santa Lucía,service,30,False,56.918,"LINESTRING (-70.64316839999999 -33.4390415, -70.6430415 -33.4395423)",,private,
1390397236,5873610985,0,158577338,,Cerro Santa Lucía,service,30,False,12.907,"LINESTRING (-70.6444875 -33.4402932, -70.64458689999999 -33.440212)",,private,
1390397236,6708913984,0,158577338,,Cerro Santa Lucía,service,30,False,4.17,"LINESTRING (-70.6444875 -33.4402932, -70.644459 -33.4403222)",,private,
1390397238,5272846297,0,158577338,,Cerro Santa Lucía,service,30,False,7.289,"LINESTRING (-70.6445535 -33.4408683, -70.64456370000001 -33.4408033)",,private,
1390397238,6708913978,0,158577338,,Cerro Santa Lucía,service,30,False,8.402,"LINESTRING (-70.6445535 -33.4408683, -70.6445358 -33.4409424)",,private,
1390397240,6708878805,0,158577338,,Cerro Santa Lucía,service,30,False,13.012,"LINESTRING (-70.6439798 -33.4415078, -70.64412 -33.4415051)",,private,
1390397240,6708917888,0,158577338,,Cerro Santa Lucía,service,30,False,6.514,"LINESTRING (-70.6439798 -33.4415078, -70.6439096 -33.4415081)",,private,
1390397245,5272846301,0,158577338,,Cerro Santa Lucía,service,30,False,15.233,"LINESTRING (-70.64280220000001 -33.4396217, -70.64276049999999 -33.4397542)",,private,
1390397245,5272846302,0,158577338,,Cerro Santa Lucía,service,30,False,14.159,"LINESTRING (-70.64280220000001 -33.4396217, -70.6428471 -33.4395)",,private,
1390397246,1390397216,0,158577338,,Cerro Santa Lucía,service,30,False,10.584,"LINESTRING (-70.6444884 -33.4411, -70.6445181 -33.4410081)",,private,
1390397246,1390397248,0,158577338,,Cerro Santa Lucía,service,30,False,23.38,"LINESTRING (-70.6444884 -33.4411, -70.64442409999999 -33.4413033)",,private,
1390397247,6325454314,0,158577338,,Cerro Santa Lucía,service,30,False,8.617,"LINESTRING (-70.6427154 -33.440151, -70.6427302 -33.4402275)",,private,
1390397247,6708913971,0,158577338,,Cerro Santa Lucía,service,30,False,6.825,"LINESTRING (-70.6427154 -33.440151, -70.6427072 -33.44009)",,private,
1390397248,1390397246,0,158577338,,Cerro Santa Lucía,service,30,False,23.38,"LINESTRING (-70.64442409999999 -33.4413033, -70.6444884 -33.4411)",,private,
1390397248,5264788842,0,158577338,,Cerro Santa Lucía,service,30,False,8.604,"LINESTRING (-70.64442409999999 -33.4413033, -70.6443951 -33.4413768)",,private,
1390397250,6708878869,0,158577338,,Cerro Santa Lucía,service,30,False,6.807,"LINESTRING (-70.6432547 -33.4412276, -70.6433062 -33.4412712)",,private,
1390397250,6708878872,0,158577338,,Cerro Santa Lucía,service,30,False,5.783,"LINESTRING (-70.6432547 -33.4412276, -70.6432136 -33.4411885)",,private,
1390397253,1390397223,0,158577338,,Cerro Santa Lucía,service,30,False,35.708,"LINESTRING (-70.64305299999999 -33.4390523, -70.6429225 -33.4393544)",,private,
1390397253,6708913965,0,158577338,,Cerro Santa Lucía,service,30,False,17.374,"LINESTRING (-70.64305299999999 -33.4390523, -70.6431197 -33.4389063)",,private,
1390397256,6708878878,0,158577338,,Cerro Santa Lucía,service,30,False,4.636,"LINESTRING (-70.6433794 -33.4389817, -70.6434136 -33.4389513)",,private,
1390397256,6708901492,0,158577338,,Cerro Santa Lucía,service,30,False,2.793,"LINESTRING (-70.6433794 -33.4389817, -70.6433535 -33.4389945)",,private,
1390397258,1390397259,0,158577338,,Cerro Santa Lucía,service,30,False,4.37,"LINESTRING (-70.6434387 -33.4389119, -70.6434435 -33.4388728)",,private,
1390397258,6708878878,0,158577338,,Cerro Santa Lucía,service,30,False,4.962,"LINESTRING (-70.6434387 -33.4389119, -70.6434136 -33.4389513)",,private,
1390397259,6708901493,0,158577338,,Cerro Santa Lucía,service,30,False,4.658,"LINESTRING (-70.6434435 -33.4388728, -70.6434332 -33.4388318)",,private,
1390397259,1390397258,0,158577338,,Cerro Santa Lucía,service,30,False,4.37,"LINESTRING (-70.6434435 -33.4388728, -70.6434387 -33.4389119)",,private,
1390397262,1390398612,0,158577338,,Cerro Santa Lucía,service,30,False,8.489,"LINESTRING (-70.64451579999999 -33.4405327, -70.6444915 -33.4404591)",,private,
1390397262,6708913980,0,158577338,,Cerro Santa Lucía,service,30,False,8.132,"LINESTRING (-70.64451579999999 -33.4405327, -70.6445363 -33.4406038)",,private,
1390397264,6708878866,0,158577338,,Cerro Santa Lucía,service,30,False,5.889,"LINESTRING (-70.6435194 -33.4414227, -70.6435735 -33.4414504)",,private,
1390397264,6708878868,0,158577338,,Cerro Santa Lucía,service,30,False,5.659,"LINESTRING (-70.6435194 -33.4414227, -70.6434697 -33.4413932)",,private,
1390397265,6708913973,0,158577338,,Cerro Santa Lucía,service,30,False,5.485,"LINESTRING (-70.64367110000001 -33.4414877, -70.6437287 -33.4414988)",,private,
1390397265,5264788839,0,158577338,,Cerro Santa Lucía,service,30,False,4.763,"LINESTRING (-70.64367110000001 -33.4414877, -70.64362319999999 -33.4414723)",,private,
1390397267,5272846296,0,158577338,,Cerro Santa Lucía,service,30,False,13.139,"LINESTRING (-70.64278729999999 -33.4404222, -70.64282830000001 -33.4405353)",,private,
1390397267,5272846300,0,158577338,,Cerro Santa Lucía,service,30,False,13.683,"LINESTRING (-70.64278729999999 -33.4404222, -70.6427521 -33.4403027)",,private,
1390397268,5264788842,0,158577338,,Cerro Santa Lucía,service,30,False,5.014,"LINESTRING (-70.6443711 -33.4414172, -70.6443951 -33.4413768)",,private,
1390397268,6708913975,0,158577338,,Cerro Santa Lucía,service,30,False,5.066,"LINESTRING (-70.6443711 -33.4414172, -70.6443381 -33.4414535)",,private,
1390398612,6708917886,0,158577338,,Cerro Santa Lucía,service,30,False,4.02,"LINESTRING (-70.6444915 -33.4404591, -70.6444778 -33.4404248)",,private,
1390398612,1390397262,0,158577338,,Cerro Santa Lucía,service,30,False,8.489,"LINESTRING (-70.6444915 -33.4404591, -70.64451579999999 -33.4405327)",,private,
1609778077,6071898827,0,44061474,4,Nueva Centenario,tertiary,30,False,15.701,"LINESTRING (-70.6550484 -33.4759034, -70.6551039 -33.4760368)",,,
1609778077,4389876458,0,44061474,4,Nueva Centenario,tertiary,30,False,21.737,"LINESTRING (-70.6550484 -33.4759034, -70.6549881 -33.4757145)",,,
1841288591,1841288598,0,518061195,2,José Victorino Lastarria,residential,30,True,18.886,"LINESTRING (-70.6411342 -33.4388867, -70.64112129999999 -33.4387172)",,,
1841288596,612588146,0,13858321,2,José Victorino Lastarria,residential,30,True,11.777,"LINESTRING (-70.6411816 -33.4394894, -70.64117039999999 -33.4393839)",,,
1841288598,130019545,0,518061195,2,José Victorino Lastarria,residential,30,True,55.814,"LINESTRING (-70.64112129999999 -33.4387172, -70.64108640000001 -33.4382161)",,,
2018986953,6708913977,0,158577338,,Cerro Santa Lucía,service,30,False,3.878,"LINESTRING (-70.64421609999999 -33.4415028, -70.6442576 -33.4414987)",,private,
2018986953,6708913974,0,158577338,,Cerro Santa Lucía,service,30,False,4.041,"LINESTRING (-70.64421609999999 -33.4415028, -70.6441726 -33.4415046)",,private,
2162934189,265679605,0,399499076,2,Lord Cochrane,tertiary,30,True,63.355,"LINESTRING (-70.65223349999999 -33.4696111, -70.6522916 -33.4690434)",,,
2294204128,560073681,0,44061474,4,Nueva Centenario,tertiary,30,False,98.371,"LINESTRING (-70.66472570000001 -33.4757398, -70.6636651 -33.4757378)",,,
2296016646,5300204161,0,399499076,2,Lord Cochrane,tertiary,30,True,10.945,"LINESTRING (-70.6544178 -33.4517419, -70.65443 -33.451644)",,,
2426354303,2426354341,0,234379841,,,service,20,False,3.189,"LINESTRING (-70.6510006 -33.4535608, -70.6509762 -33.453581)",,private,
