u,v,key,osmid,oneway,name,highway,length,geometry,tunnel,bridge,service,maxspeed,lanes,ref
4896261350,4896261175,0,"[498140265, 498140291, 498140292, 498140277]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,322.477,"LINESTRING (101.5885922 3.0853959, 101.5887271 3.0853995, 101.5895361 3.085436, 101.5897597 3.0854238, 101.5901821 3.0853369, 101.5903423 3.0853092, 101.590598 3.0852846, 101.5907983 3.0852446, 101.5909092 3.0852231, 101.5911064 3.0851892, 101.5911526 3.0851923, 101.5914731 3.0851708)",yes,yes,,,,
4896261352,5359377063,0,498140300,True,,cycleway,197.50199999999998,"LINESTRING (101.585608 3.0853328, 101.5858861 3.0854588, 101.5860012 3.085503, 101.5861887 3.0855525, 101.5863144 3.0855595, 101.5863885 3.0855642, 101.5864566 3.0855626, 101.586588 3.0855579, 101.5868209 3.0855421, 101.5869951 3.0855231, 101.5873368 3.0854589)",,,,,,
4896261358,5359377063,0,"[498140288, 498140289, 498140290, 498140291, 498140287]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,533.926,"LINESTRING (101.5829918 3.0837766, 101.583189 3.0838985, 101.5834939 3.084065, 101.5845794 3.084682, 101.5847786 3.0848038, 101.5848924 3.0849053, 101.5850022 3.0849906, 101.5851648 3.0850839, 101.5854411 3.0852219, 101.5858838 3.0854034, 101.585982 3.0854579, 101.5860765 3.0854925, 101.5862067 3.085522, 101.5863349 3.0855321, 101.5864966 3.0855239, 101.5865955 3.0855189, 101.5867995 3.0854967, 101.5873368 3.0854589)",yes,,,,,
4896261358,4081079217,0,498140301,True,,cycleway,55.14,"LINESTRING (101.5829918 3.0837766, 101.5830143 3.0838425, 101.5830516 3.0838868, 101.5833747 3.0840646)",,,,,,
4896261363,5359376997,0,"[498140285, 498140283, 498140284, 160219261]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,2346.7990000000004,"LINESTRING (101.5574243 3.0759345, 101.5576895 3.0759647, 101.5581857 3.0760584, 101.5586873 3.076179, 101.5595 3.0764468, 101.5599643 3.0766199, 101.5609757 3.0770501, 101.5612271 3.0771408, 101.561745 3.0772931, 101.5620518 3.0774031, 101.5624472 3.0775316, 101.5626505 3.0776007, 101.5627334 3.077638, 101.5627841 3.0776752, 101.5629065 3.0777974, 101.5629833 3.077874, 101.5630673 3.0779257, 101.5633073 3.0780283, 101.5637285 3.0781822, 101.5641871 3.0783524, 101.5649612 3.0786316, 101.5655626 3.0788478, 101.5656801 3.0789065, 101.5657742 3.0789606, 101.5662882 3.0792801, 101.5667067 3.0795138, 101.5669267 3.079659, 101.5671751 3.0798636, 101.5673086 3.0799496, 101.5676299 3.0800766, 101.567706 3.0801335, 101.5677899 3.0802472, 101.5678685 3.080369, 101.5679218 3.0804346, 101.5679672 3.0804721, 101.5680476 3.0805165, 101.5685486 3.080766, 101.5686079 3.0808045, 101.5686376 3.0808443, 101.5686609 3.0808904, 101.5687086 3.0809878, 101.5687619 3.0810853, 101.5688257 3.0811624, 101.5688989 3.0812436, 101.5689825 3.0813085, 101.5690899 3.0813532, 101.5691997 3.0813735, 101.5693501 3.0813735, 101.569529 3.0813735, 101.5697241 3.0813897, 101.569964 3.0814344, 101.5702276 3.0815003, 101.5705275 3.0816275, 101.5707974 3.0817429, 101.571147 3.0818972, 101.5714316 3.0819987, 101.5716634 3.0820596, 101.5720252 3.0821367, 101.5723626 3.0821854, 101.5726716 3.0822016, 101.5729887 3.0822098, 101.5735091 3.0822382, 101.5740457 3.0822747, 101.5750499 3.0823559, 101.5757492 3.0824046, 101.5763549 3.0824371, 101.5769687 3.0824734)",,,,,,
4897545153,4897545151,0,498304356,True,,cycleway,76.791,"LINESTRING (101.5586703 3.0757851, 101.5579847 3.0756944)",,,,,,
4897545153,299422035,0,"[769751584, 769751585, 27277796, 162530603, 162530577]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,611.8599999999999,"LINESTRING (101.5586703 3.0757851, 101.558438 3.075681, 101.5582138 3.0755971, 101.5576203 3.0753953, 101.5571915 3.0751807, 101.5566437 3.0748805, 101.5565611 3.0748184, 101.5564804 3.074737, 101.5563222 3.0745629, 101.5562101 3.0744454, 101.5561144 3.0743879, 101.5560133 3.0743466, 101.5557392 3.0743008, 101.5554184 3.0742472, 101.5552737 3.074223, 101.5549955 3.074169, 101.5541836 3.0740375, 101.5540197 3.0740449, 101.5538852 3.0740887, 101.5538025 3.074138, 101.5536972 3.0741629, 101.5536159 3.0741747)",yes,yes,,,,
4897545159,4897545160,0,498304357,True,,cycleway,23.076,"LINESTRING (101.5412939 3.0698819, 101.5410866 3.0698671)",,,,,,
4897545159,4562907211,0,"[460662720, 460662722, 460662723, 460662724, 460662727]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,490.9440000000001,"LINESTRING (101.5412939 3.0698819, 101.5411925 3.0698287, 101.5411281 3.0697778, 101.5410449 3.0697028, 101.5403905 3.0689743, 101.5403127 3.0689234, 101.5402242 3.0688752, 101.5401142 3.0688377, 101.5397655 3.0687412, 101.5394732 3.0686716, 101.539382 3.0686448, 101.5392103 3.0685859, 101.5390091 3.0685082, 101.5388509 3.0684305, 101.5386631 3.0683234, 101.5384244 3.0681815, 101.5383359 3.0681413, 101.5382072 3.0681145, 101.5380489 3.0681038, 101.5375393 3.0680422, 101.537443 3.0680314)",yes,,,,,
4897863476,4897863477,0,498339306,True,,cycleway,16.17,"LINESTRING (101.5228873 3.0652918, 101.522742 3.0653016)",,,,,,
4897863476,4897863480,0,"[460662726, 460662727, 460662728, 460662729, 460662730]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,541.8620000000001,"LINESTRING (101.5228873 3.0652918, 101.5219208 3.0647157, 101.5217572 3.0646005, 101.5215292 3.0644291, 101.5213897 3.064255, 101.5212797 3.0641318, 101.5212556 3.064105, 101.5211939 3.0640755, 101.5203812 3.0638934, 101.5203061 3.0638934, 101.5200218 3.0640728, 101.5199011 3.0641237, 101.5195497 3.0641612, 101.5192413 3.064196, 101.5188309 3.0642389, 101.5185122 3.0642977)",yes,yes,,,,
4897863478,4897863502,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,1700.9440000000002,"LINESTRING (101.5183847 3.0643199, 101.5178143 3.0644184, 101.5173517 3.0644883, 101.5171004 3.0645095, 101.5164669 3.0645448, 101.5159997 3.0645908, 101.5157307 3.0645908, 101.5151821 3.0645024, 101.513788 3.0641495, 101.5128992 3.0639565, 101.5122182 3.0637494, 101.5113987 3.0635211, 101.510906 3.063368, 101.5095942 3.0629953, 101.5088424 3.0627953, 101.5086976 3.062743, 101.5084573 3.0626938, 101.5081985 3.0626907, 101.5080044 3.0626815, 101.5073635 3.0625953, 101.5058784 3.0623892, 101.5049511 3.0622753, 101.504532 3.0622107, 101.5039682 3.0621338, 101.5037001 3.0620784, 101.5034783 3.0620046, 101.5033998 3.0619617)",,,,,,
4897863480,4897863478,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,14.371,"LINESTRING (101.5185122 3.0642977, 101.5184965 3.0643006, 101.5183847 3.0643199)",,,,,,
4897863480,249398997,0,498339308,False,,cycleway,9.315999999999999,"LINESTRING (101.5185122 3.0642977, 101.5185057 3.0642617, 101.5184749 3.0642259)",,,,,,
4897863502,4897863503,0,498339309,True,,cycleway,62.062,"LINESTRING (101.5033998 3.0619617, 101.5028442 3.0619008)",,,,,,
4897863502,4897863507,0,"[460662730, 498339310]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,181.882,"LINESTRING (101.5033998 3.0619617, 101.503315 3.0619154, 101.5027851 3.0616169, 101.5026988 3.0615739, 101.5025817 3.0615585, 101.5024708 3.0615585, 101.5020734 3.0616539, 101.5018809 3.0617035)",,,,,,
4897863507,4897863643,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,900.7230000000001,"LINESTRING (101.5018809 3.0617035, 101.5017991 3.0617246, 101.5015835 3.0618015, 101.5013801 3.0619369, 101.5011336 3.0621154, 101.5010011 3.0621892, 101.5008964 3.0622261, 101.5007269 3.0622569, 101.499778 3.0622969, 101.4993559 3.062343, 101.4990139 3.0623861, 101.4982436 3.062423, 101.4970851 3.0624815, 101.4961269 3.0625769, 101.4952427 3.0626353, 101.4939856 3.0627276, 101.4939309 3.0627299)",,,,,,
4897863640,4897863641,0,498339312,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,30.476,"LINESTRING (101.4871734 3.0624169, 101.4869046 3.0624723)",,,alley,,,
4897863640,5267845045,0,498339317,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,3.965,"LINESTRING (101.4871734 3.0624169, 101.487143 3.0623982)",,,,,,
4897863643,4897863644,0,498339316,True,,cycleway,18.165,"LINESTRING (101.4939309 3.0627299, 101.493784 3.0628018)",,,,,,
4897863643,4897863640,0,"[498339314, 498339315, 498339310]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,763.8359999999999,"LINESTRING (101.4939309 3.0627299, 101.4931075 3.0627645, 101.4927686 3.0627707, 101.4926392 3.0627645, 101.4924728 3.0627276, 101.4922602 3.0626876, 101.4920322 3.0626845, 101.4917796 3.0627061, 101.4913481 3.0627863, 101.4903888 3.0629951, 101.4902175 3.063023, 101.4898662 3.0630291, 101.4893887 3.0629984, 101.4891946 3.0629737, 101.488908 3.0629061, 101.4882487 3.0627091, 101.4878543 3.0626168, 101.4874168 3.0625061, 101.4871734 3.0624169)",,yes,,,,
4897863697,269289825,0,498339331,True,,cycleway,14.311,"LINESTRING (101.4997557 3.0631984, 101.4998682 3.0631356)",,,,,,
4897863697,4897863790,0,498339335,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,108.957,"LINESTRING (101.4997557 3.0631984, 101.4998655 3.063243, 101.4999875 3.0632593, 101.5007248 3.0632005)",,,,,,
4897863738,4897863740,0,498339322,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,69.13900000000001,"LINESTRING (101.5193269 3.0687844, 101.5194732 3.0688291, 101.5199245 3.068959)",yes,,,,,
4897863740,4897863783,0,498339321,True,,cycleway,179.95499999999998,"LINESTRING (101.5199245 3.068959, 101.5202078 3.0690362, 101.5203054 3.0690687, 101.5203623 3.0691052, 101.5203867 3.0691539, 101.5203989 3.0692189, 101.5203948 3.0692838, 101.5203705 3.069365, 101.5203176 3.0694421, 101.5202566 3.0694909, 101.5201753 3.0695071, 101.520094 3.0695193, 101.5199802 3.0694909, 101.5198582 3.0694421, 101.5197769 3.0693731, 101.5197322 3.0693082, 101.5196663 3.0692146)",,,,,,
4897863740,4897863751,0,498339323,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,230.49099999999999,"LINESTRING (101.5199245 3.068959, 101.520018 3.0689549, 101.5201644 3.0689306, 101.5203392 3.0688697, 101.5205465 3.068752, 101.5207661 3.0685936, 101.5209246 3.0684962, 101.5210628 3.0684353, 101.5213108 3.0683663, 101.5214814 3.0683202, 101.5216359 3.0682553, 101.5218108 3.0681577)",,,,,,
4897863752,4897863738,0,498339320,True,,cycleway,193.63500000000005,"LINESTRING (101.5195277 3.0691789, 101.5193541 3.0692716, 101.5191671 3.0693204, 101.519037 3.0693285, 101.5189394 3.0693082, 101.518854 3.0692595, 101.5187931 3.0691986, 101.5187524 3.0691336, 101.5187361 3.0690605, 101.5187361 3.0689793, 101.5187524 3.0689063, 101.518789 3.0688494, 101.5188622 3.0687967, 101.5189557 3.0687601, 101.5190614 3.0687561, 101.5191833 3.0687682, 101.5193269 3.0687844)",,,,,,
4897863784,4897863785,0,498339328,True,,cycleway,13.318,"LINESTRING (101.5165285 3.0661368, 101.5166483 3.066131)",,,,,,
4897863784,4897863738,0,"[498339335, 498339324, 498339325, 498339326, 498339327]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,433.731,"LINESTRING (101.5165285 3.0661368, 101.5172535 3.06671, 101.5176235 3.0670469, 101.5178755 3.067254, 101.5179731 3.0673473, 101.5180747 3.0674813, 101.5181194 3.0676762, 101.5183227 3.0679563, 101.5186724 3.0682892, 101.5191074 3.068618, 101.5193269 3.0687844)",yes,yes,,,,
4897863786,4897863788,0,498339335,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,26.139,"LINESTRING (101.5021484 3.0634363, 101.5023823 3.0634097)",,,,,,
4897863786,4897863788,1,498339329,True,,cycleway,39.64,"LINESTRING (101.5021484 3.0634363, 101.5022458 3.0632904, 101.5023823 3.0634097)",,,,,,
4897863788,4897863784,0,498339335,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,1678.8139999999999,"LINESTRING (101.5023823 3.0634097, 101.5026463 3.063383, 101.5027642 3.0633526, 101.502876 3.0633059, 101.5029583 3.0632542, 101.5030529 3.063174, 101.5031504 3.0630481, 101.5032317 3.0629365, 101.5033171 3.0628533, 101.5034431 3.062768, 101.5036322 3.0626767, 101.5037907 3.062626, 101.5039858 3.0625894, 101.5043965 3.0625874, 101.5053315 3.0626726, 101.5067199 3.0628086, 101.5082058 3.0629852, 101.5083867 3.063034, 101.5085656 3.0630827, 101.5087973 3.0631111, 101.5090318 3.0631628, 101.5096782 3.0633457, 101.5103801 3.0635562, 101.5117001 3.0639494, 101.5139076 3.0646152, 101.5146272 3.0648506, 101.5151069 3.0650414, 101.5153021 3.0651673, 101.5165285 3.0661368)",,,,,,
4897863789,4897863790,0,498339332,True,,cycleway,16.588,"LINESTRING (101.5006177 3.0630965, 101.5007248 3.0632005)",,,,,,
4897863790,4897863786,0,498339335,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,161.989,"LINESTRING (101.5007248 3.0632005, 101.5007518 3.0631984, 101.5009957 3.0632105, 101.5014714 3.0633567, 101.5017315 3.0634379, 101.5018332 3.063446, 101.5021484 3.0634363)",,,,,,
4897863791,4897863792,0,498339333,True,,cycleway,23.585,"LINESTRING (101.493789 3.0631905, 101.4939942 3.0632453)",,,,,,
4897863792,4897863697,0,498339335,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,652.6940000000001,"LINESTRING (101.4939942 3.0632453, 101.4941942 3.0632105, 101.4949381 3.063109, 101.4961415 3.0629507, 101.4969749 3.0628898, 101.4984792 3.0628898, 101.4993207 3.062902, 101.4994224 3.0629467, 101.4995525 3.06304, 101.4997557 3.0631984)",,,,,,
4897863793,4897863794,0,498339336,True,,cycleway,21.18,"LINESTRING (101.4890663 3.0634675, 101.4892516 3.0634223)",,,,,,
4897863793,4897863792,0,"[498339335, 498339334, 498339319]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,583.738,"LINESTRING (101.4890663 3.0634675, 101.4896368 3.0636936, 101.4900027 3.0638641, 101.4903645 3.0640468, 101.4905108 3.0641158, 101.4906816 3.0641564, 101.4907873 3.0641767, 101.4909093 3.0641767, 101.4917061 3.0640793, 101.4919012 3.0640346, 101.4921492 3.0639656, 101.4923647 3.0638763, 101.4925842 3.0637464, 101.4928404 3.06358, 101.4930802 3.063446, 101.4933526 3.0633567, 101.4939942 3.0632453)",,yes,,,,
4897863795,4897863946,0,498339337,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,1368.485,"LINESTRING (101.5245151 3.0675816, 101.5247087 3.0675893, 101.524851 3.0675934, 101.525038 3.0675649, 101.525534 3.0674594, 101.5258186 3.0674147, 101.5260869 3.0674025, 101.5264894 3.0674228, 101.5271521 3.0674513, 101.5276765 3.0674553, 101.5281644 3.0674553, 101.5286644 3.0674756, 101.5300055 3.0675757, 101.530624 3.0676218, 101.531807 3.0677314, 101.532364 3.0677476, 101.5337584 3.0678572, 101.5345228 3.0679384, 101.5349496 3.0679871, 101.5352464 3.068044, 101.5355838 3.0681373, 101.5360148 3.0682916, 101.5366785 3.0686162)",,,,,,
4897863943,4897863944,0,498339338,True,,cycleway,18.425,"LINESTRING (101.5409308 3.0702576, 101.5410484 3.0703745)",,,,,,
4897863944,4897863942,0,498339339,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,848.7049999999999,"LINESTRING (101.5410484 3.0703745, 101.5416048 3.070567, 101.5422146 3.0708167, 101.542859 3.0710846, 101.5432615 3.071243, 101.5435887 3.0713587, 101.5454141 3.0721361, 101.5468127 3.0727572, 101.5472878 3.0729784, 101.5474963 3.0730617, 101.5481134 3.0732778)",,,,,,
4897863946,4897863947,0,498339343,True,,cycleway,25.813,"LINESTRING (101.5366785 3.0686162, 101.5369108 3.0686251)",,,,,,
4897863946,4897863944,0,"[498339337, 498339339, 498339340, 498339341, 498339342]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,543.5300000000001,"LINESTRING (101.5366785 3.0686162, 101.5370027 3.0687747, 101.53721 3.0689087, 101.5373808 3.0690832, 101.5375515 3.0692781, 101.5376247 3.0693796, 101.5376816 3.0694283, 101.5378239 3.0694973, 101.5380974 3.0695855, 101.5382142 3.0696232, 101.5389216 3.0699033, 101.5392184 3.0700373, 101.5396005 3.0702484, 101.5397347 3.0703093, 101.5399176 3.0703377, 101.5401494 3.0703174, 101.5404746 3.0702443, 101.5406047 3.0702443, 101.5408364 3.0703011, 101.5410484 3.0703745)",yes,,,,,
4898439111,4898439112,0,498405111,True,,cycleway,19.445,"LINESTRING (101.5532245 3.0748885, 101.5533845 3.0748174)",,,,,,
4898439111,4896261363,0,"[160219264, 160219265, 297010920, 297010921, 160219261]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,501.041,"LINESTRING (101.5532245 3.0748885, 101.5533463 3.0749643, 101.5534468 3.07505, 101.5535274 3.0751531, 101.5536158 3.0753125, 101.5537134 3.0754162, 101.5538297 3.0754839, 101.553939 3.0755133, 101.5545958 3.075705, 101.5547636 3.0757371, 101.5548896 3.0757687, 101.5549808 3.0757906, 101.5551685 3.0758285, 101.555726 3.0758983, 101.556105 3.0759409, 101.5569617 3.0759435, 101.5573328 3.0759352, 101.5574243 3.0759345)",yes,yes,,,,
5267845033,5267845031,0,"[545001704, 545001701, 498339317]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,419.31299999999993,"LINESTRING (101.4840939 3.0609373, 101.4838557 3.0608622, 101.4835258 3.0607658, 101.4833863 3.0607363, 101.4831476 3.0607095, 101.4827345 3.0606693, 101.4823724 3.060656, 101.4822464 3.0606613, 101.4821686 3.0606667, 101.4818333 3.0606881, 101.4817582 3.0606881, 101.4816724 3.060672, 101.481152 3.060506, 101.4806022 3.0603399, 101.4804761 3.0603024, 101.4804117 3.060281)",,yes,,,,
5267845033,1791362530,0,545001708,True,,cycleway,138.75100000000003,"LINESTRING (101.4840939 3.0609373, 101.4837025 3.0608904, 101.4832612 3.0608297, 101.4831925 3.0608227, 101.4829614 3.0608758, 101.48288 3.06094)",,,,,,
5267845040,5267845033,0,498339317,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,23.047,"LINESTRING (101.4842918 3.0609998, 101.4840939 3.0609373)",,,,,,
5267845040,5267845041,0,545001711,True,,cycleway,44.126,"LINESTRING (101.4842918 3.0609998, 101.4838944 3.0609995)",,,,,,
5267845045,5267845047,0,"[199965445, 460285029, 460285030]",False,,cycleway,212.325,"LINESTRING (101.487143 3.0623982, 101.4871708 3.0623145, 101.4875797 3.06245, 101.4875667 3.0624892, 101.4873048 3.0624024, 101.4871536 3.0628715, 101.486927 3.0628004, 101.4869162 3.0628339, 101.4872117 3.0629258)",,yes,,,,
5267845045,5267845040,0,498339317,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,355.49299999999994,"LINESTRING (101.487143 3.0623982, 101.4869188 3.0622681, 101.4865218 3.0620219, 101.485862 3.0615854, 101.4856769 3.0614702, 101.485567 3.0614113, 101.4854007 3.0613443, 101.4845772 3.0610899, 101.4842918 3.0609998)",,,,,,
5267845047,5267845048,0,199965445,False,,cycleway,8.92,"LINESTRING (101.4872117 3.0629258, 101.4872328 3.0628484)",,,,,,
5267845047,5267845067,0,545001715,False,,cycleway,5.379,"LINESTRING (101.4872117 3.0629258, 101.4872382 3.0629663)",,,,,,
5267845047,5267845045,0,"[460285029, 199965445, 460285030]",False,,cycleway,212.32500000000002,"LINESTRING (101.4872117 3.0629258, 101.4869162 3.0628339, 101.486927 3.0628004, 101.4871536 3.0628715, 101.4873048 3.0624024, 101.4875667 3.0624892, 101.4875797 3.06245, 101.4871708 3.0623145, 101.487143 3.0623982)",,yes,,,,
5267845048,5267845047,0,199965445,False,,cycleway,8.92,"LINESTRING (101.4872328 3.0628484, 101.4872117 3.0629258)",,,,,,
5267845048,4897863793,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,214.918,"LINESTRING (101.4872328 3.0628484, 101.4873438 3.0628817, 101.4888338 3.0633864, 101.4890663 3.0634675)",,,,,,
5267845067,5267845047,0,545001715,False,,cycleway,5.379,"LINESTRING (101.4872382 3.0629663, 101.4872117 3.0629258)",,,,,,
5359376997,5359376998,0,555494599,True,,cycleway,120.503,"LINESTRING (101.5769687 3.0824734, 101.5780532 3.0824323)",,,,,,
5359376997,5359377008,0,"[498140285, 498140286, 498140287]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,472.8589999999999,"LINESTRING (101.5769687 3.0824734, 101.5773596 3.0824971, 101.577729 3.0825183, 101.5780073 3.082552, 101.5782576 3.0825751, 101.5784974 3.0826198, 101.5786844 3.0826888, 101.5788186 3.0827537, 101.5789202 3.0828431, 101.5790341 3.0829567, 101.5791089 3.0830594, 101.5791642 3.0831353, 101.5793715 3.0833952, 101.5794203 3.0834479, 101.5795178 3.0835372, 101.5797171 3.0836469, 101.5798837 3.0836915, 101.5799772 3.0836956, 101.5801155 3.0836834, 101.5802659 3.0836347, 101.580396 3.0835778, 101.5807289 3.0833831)",yes,,,,,
5359377008,4896261358,0,498140287,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,274.249,"LINESTRING (101.5807289 3.0833831, 101.5807985 3.0833424, 101.5810749 3.0832084, 101.5812904 3.0831475, 101.5815668 3.0831272, 101.5818189 3.0831678, 101.5820059 3.0832328, 101.5822783 3.0833627, 101.5825588 3.0835088, 101.5829918 3.0837766)",,,,,,
5359377063,4896261350,0,498140291,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,139.633,"LINESTRING (101.5873368 3.0854589, 101.587605 3.0854401, 101.5884222 3.0853914, 101.5885922 3.0853959)",,,,,,
5433512921,5433531062,0,563882497,False,,cycleway,35.01,"LINESTRING (101.4926823 3.0882821, 101.4926823 3.0883351, 101.4926611 3.0883952, 101.4925337 3.0885471)",,,,,,
5433531062,5433512921,0,563882497,False,,cycleway,35.01,"LINESTRING (101.4925337 3.0885471, 101.4926611 3.0883952, 101.4926823 3.0883351, 101.4926823 3.0882821)",,,,,,
5735501514,5735502228,0,"[604456552, 604456549]",False,,cycleway,215.58300000000003,"LINESTRING (101.5154355 3.0768892, 101.5154891 3.0769221, 101.5155508 3.0769275, 101.5155829 3.0769054, 101.5156044 3.07689, 101.5156326 3.076888, 101.5161938 3.0773319, 101.5164037 3.0775314, 101.516578 3.0776881, 101.5165941 3.0777725, 101.5165606 3.0779841, 101.5165456 3.0781654)",,,,,,
5735502228,5735501514,0,"[604456552, 604456549]",False,,cycleway,215.58300000000003,"LINESTRING (101.5165456 3.0781654, 101.5165606 3.0779841, 101.5165941 3.0777725, 101.516578 3.0776881, 101.5164037 3.0775314, 101.5161938 3.0773319, 101.5156326 3.076888, 101.5156044 3.07689, 101.5155829 3.0769054, 101.5155508 3.0769275, 101.5154891 3.0769221, 101.5154355 3.0768892)",,,,,,
5735502228,5735502237,0,"[604456549, 604456550]",False,,cycleway,97.349,"LINESTRING (101.5165456 3.0781654, 101.5165418 3.0782104, 101.5164895 3.0784608, 101.5164144 3.0785894, 101.5162857 3.0786804, 101.5160389 3.0787862)",,,,,,
5735502228,5735502237,1,604456551,False,,cycleway,127.585,"LINESTRING (101.5165456 3.0781654, 101.5163903 3.078126, 101.5163004 3.0781113, 101.5162374 3.0780992, 101.5161891 3.0781193, 101.5159947 3.0783832, 101.5159142 3.0785211, 101.5160389 3.0787862)",,,,,,
5735502237,5735502228,0,"[604456549, 604456550]",False,,cycleway,97.349,"LINESTRING (101.5160389 3.0787862, 101.5162857 3.0786804, 101.5164144 3.0785894, 101.5164895 3.0784608, 101.5165418 3.0782104, 101.5165456 3.0781654)",,,,,,
5735502237,5735502228,1,604456551,False,,cycleway,127.585,"LINESTRING (101.5160389 3.0787862, 101.5159142 3.0785211, 101.5159947 3.0783832, 101.5161891 3.0781193, 101.5162374 3.0780992, 101.5163004 3.0781113, 101.5163903 3.078126, 101.5165456 3.0781654)",,,,,,
5735502237,5735502244,0,604456550,False,,cycleway,119.877,"LINESTRING (101.5160389 3.0787862, 101.5156795 3.0789362, 101.5152906 3.0790996, 101.5152745 3.0791331, 101.5152758 3.0791786, 101.515294 3.079216, 101.5153341 3.0793121, 101.5153569 3.0793443)",,,,,,
5735502244,5735502237,0,604456550,False,,cycleway,119.87700000000001,"LINESTRING (101.5153569 3.0793443, 101.5153341 3.0793121, 101.515294 3.079216, 101.5152758 3.0791786, 101.5152745 3.0791331, 101.5152906 3.0790996, 101.5156795 3.0789362, 101.5160389 3.0787862)",,,,,,
5735502244,5735589238,0,612940713,False,,pedestrian,948.6980000000001,"LINESTRING (101.5153569 3.0793443, 101.5155776 3.0792509, 101.5161408 3.0789978, 101.5165848 3.0788037, 101.5167014 3.0787528, 101.5168134 3.0787461, 101.5169589 3.0787568, 101.5172178 3.0787862, 101.5178159 3.0789215, 101.5179688 3.0789242, 101.5181404 3.0788706, 101.5183201 3.0788304, 101.5184918 3.0788867, 101.5190604 3.079117, 101.5194642 3.0793451, 101.5197411 3.0795296, 101.5204651 3.0802749, 101.5205987 3.0803968, 101.5209734 3.0807452, 101.5210163 3.0807844, 101.5210995 3.0809444, 101.5211996 3.0810075, 101.5215093 3.081332, 101.521574 3.0814228, 101.5216387 3.0814874, 101.5216664 3.0815505, 101.5217034 3.0816028, 101.5217635 3.081652, 101.5223489 3.0821766, 101.5223546 3.0822266, 101.5223756 3.0822667)",,,,,,
