u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,bridge,name,tunnel
1272562898,1272562881,0,122660461,True,1,motorway_link,30 mph,3.579,"LINESTRING (-74.0037686 40.7124463, -74.00372729999999 40.7124388)",,,
1272562902,4143876131,0,122660461,True,1,motorway_link,30 mph,4.145,"LINESTRING (-74.00361119999999 40.712061, -74.0036432 40.7120327)",,,
1272562907,4158738303,0,5672337,True,2,motorway_link,30 mph,5.522,"LINESTRING (-74.0034058 40.7108675, -74.00346740000001 40.7108844)",yes,,
1272562909,1701871945,0,32922464,True,,motorway_link,30 mph,4.092,"LINESTRING (-74.00330649999999 40.7108725, -74.00335370000001 40.7108811)",yes,,
1272562910,1272562833,0,122660461,True,1,motorway_link,30 mph,3.869,"LINESTRING (-74.00389250000001 40.712448, -74.00384680000001 40.7124513)",,,
1272562912,4158737902,0,5672337,True,2,motorway_link,30 mph,6.156,"LINESTRING (-74.0032745 40.7108203, -74.0033394 40.7108457)",yes,,
1272562915,4158740806,0,122660458,True,1,motorway_link,30 mph,5.395,"LINESTRING (-74.0038641 40.7115327, -74.00380869999999 40.7115084)",yes,,
1272562919,1701871940,0,32922464,True,,motorway_link,30 mph,5.705,"LINESTRING (-74.00300900000001 40.7107421, -74.0030618 40.7107742)",yes,,
1272562930,1272562934,0,32922464,True,,motorway_link,30 mph,4.383,"LINESTRING (-74.0031695 40.7108289, -74.0032161 40.7108464)",yes,,
1272562931,6990788775,0,25564540,True,2,motorway_link,30 mph,5.891,"LINESTRING (-74.0060393 40.7119161, -74.0059787 40.7119425)",,,
1272562934,1701871942,0,32922464,True,,motorway_link,30 mph,3.989,"LINESTRING (-74.0032161 40.7108464, -74.0032599 40.71086)",yes,,
1272562937,1272562766,0,165733924,True,,motorway_link,30 mph,6.006,"LINESTRING (-74.0050495 40.7121318, -74.0051181 40.7121464)",,,
1369956654,486819529,0,122660459,True,1,motorway_link,30 mph,30.09,"LINESTRING (-74.00457249999999 40.7121422, -74.0043258 40.7119466)",,,
1701871914,1701871960,0,46177164,True,2,motorway_link,30 mph,2.879,"LINESTRING (-74.00417059999999 40.7110012, -74.0042017 40.7110119)",yes,,
1701871915,1701871914,0,46177164,True,2,motorway_link,30 mph,2.965,"LINESTRING (-74.0041373 40.7109926, -74.00417059999999 40.7110012)",yes,,
1701871916,1701871943,0,46177164,True,2,motorway_link,30 mph,2.36,"LINESTRING (-74.0042486 40.7110358, -74.00426880000001 40.7110505)",yes,,
1701871918,1701871926,0,46177164,True,2,motorway_link,30 mph,3.887,"LINESTRING (-74.00393339999999 40.7114611, -74.00389079999999 40.7114477)",yes,,
1701871920,1701871921,0,46177164,True,2,motorway_link,30 mph,3.342,"LINESTRING (-74.0040099 40.7114751, -74.0039709 40.7114697)",yes,,
1701871921,1701871918,0,46177164,True,2,motorway_link,30 mph,3.302,"LINESTRING (-74.0039709 40.7114697, -74.00393339999999 40.7114611)",yes,,
1701871923,278642478,0,32922464,True,,motorway_link,30 mph,23.465,"LINESTRING (-74.0034062 40.7108892, -74.0036798 40.7109282)",yes,,
1701871926,4158741841,0,46177164,True,2,motorway_link,30 mph,21.35,"LINESTRING (-74.00389079999999 40.7114477, -74.0036642 40.7113619)",yes,,
1701871938,1701871944,0,46177164,True,2,motorway_link,30 mph,2.541,"LINESTRING (-74.0042906 40.7110673, -74.00430950000001 40.7110851)",yes,,
1701871940,1272562753,0,32922464,True,,motorway_link,30 mph,5.53,"LINESTRING (-74.0030618 40.7107742, -74.0031152 40.7108031)",yes,,
1701871942,1272562909,0,32922464,True,,motorway_link,30 mph,4.166,"LINESTRING (-74.0032599 40.71086, -74.00330649999999 40.7108725)",yes,,
1701871943,1701871938,0,46177164,True,2,motorway_link,30 mph,2.62,"LINESTRING (-74.00426880000001 40.7110505, -74.0042906 40.7110673)",yes,,
1701871944,1272562709,0,46177164,True,2,motorway_link,30 mph,2.072,"LINESTRING (-74.00430950000001 40.7110851, -74.0043239 40.7111002)",yes,,
1701871945,1701871923,0,32922464,True,,motorway_link,30 mph,4.516,"LINESTRING (-74.00335370000001 40.7108811, -74.0034062 40.7108892)",yes,,
1701871960,1701871963,0,46177164,True,2,motorway_link,30 mph,2.342,"LINESTRING (-74.0042017 40.7110119, -74.0042254 40.7110229)",yes,,
1701871963,1701871916,0,46177164,True,2,motorway_link,30 mph,2.425,"LINESTRING (-74.0042254 40.7110229, -74.0042486 40.7110358)",yes,,
1733612442,370925148,0,32939224,True,,residential,30 mph,5.461,"LINESTRING (-73.9647859 40.7524011, -73.9648079 40.7524473)",,General Douglas MacArthur Plaza,
1772639537,3898690196,0,46154297,True,1,motorway_link,30 mph,7.715,"LINESTRING (-74.001475 40.7093814, -74.0015434 40.7094275)",,,
2348610404,1253602791,0,104984000,True,,residential,30 mph,2.839,"LINESTRING (-73.93227760000001 40.8594721, -73.9322956 40.8594505)",,Bennett Avenue,
2348610405,2348610404,0,104984000,True,,residential,30 mph,3.262,"LINESTRING (-73.93225150000001 40.8594938, -73.93227760000001 40.8594721)",,Bennett Avenue,
2348610406,2348610405,0,104984000,True,,residential,30 mph,3.28,"LINESTRING (-73.93222040000001 40.8595116, -73.93225150000001 40.8594938)",,Bennett Avenue,
2998239297,7096725572,0,32939224,True,,residential,30 mph,7.967,"LINESTRING (-73.9652531 40.7519444, -73.9651624 40.7519647)",,General Douglas MacArthur Plaza,
3786728788,42426156,0,695644410,True,2,motorway_link,30 mph,42.338,"LINESTRING (-73.9318992 40.8039688, -73.93139739999999 40.8039952)",,,
3898690196,4158707236,0,46154297,True,1,motorway_link,30 mph,5.959,"LINESTRING (-74.0015434 40.7094275, -74.00159910000001 40.7094605)",,,
4143875722,278642768,0,25564540,True,2,motorway_link,30 mph,18.702,"LINESTRING (-74.0058368 40.7119913, -74.0056278 40.7120478)",,,
4143875731,4143875762,0,25564540,True,2,motorway_link,30 mph,6.219,"LINESTRING (-74.0049609 40.7120057, -74.00490019999999 40.7119739)",,,
4143875751,1272562783,0,25564540,True,2,motorway_link,30 mph,5.778,"LINESTRING (-74.0051629 40.7120713, -74.0050973 40.7120562)",,,
4143875758,1272562915,0,122660458,True,1,motorway_link,30 mph,61.295,"LINESTRING (-74.0045133 40.7117811, -74.0038641 40.7115327)",yes,,
4143875759,1272562802,0,25564540,True,2,motorway_link,30 mph,5.729,"LINESTRING (-74.0055614 40.7120628, -74.0054952 40.7120745)",,,
4143875762,1272562895,0,25564540,True,2,motorway_link,30 mph,18.083,"LINESTRING (-74.00490019999999 40.7119739, -74.0047277 40.7118772)",,,
4143876125,1272562777,0,25564540,True,2,motorway_link,30 mph,5.9,"LINESTRING (-74.00595970000001 40.7119508, -74.00589600000001 40.7119728)",,,
4143876126,4143876136,0,165733924,True,,motorway_link,30 mph,6.495,"LINESTRING (-74.0038321 40.7119257, -74.0039038 40.7119043)",,,
4143876127,4143876129,0,165733924,True,,motorway_link,30 mph,6.707,"LINESTRING (-74.0040836 40.7118549, -74.004161 40.7118409)",,,
4143876129,4143876134,0,165733924,True,,motorway_link,30 mph,6.153,"LINESTRING (-74.004161 40.7118409, -74.0042335 40.7118344)",,,
4143876131,4143876137,0,122660461,True,1,motorway_link,30 mph,5.027,"LINESTRING (-74.0036432 40.7120327, -74.00368520000001 40.7120006)",,,
4143876132,278640455,0,165733924,True,,motorway_link,30 mph,5.397,"LINESTRING (-74.00429990000001 40.711836, -74.00436329999999 40.7118428)",,,
4143876134,4143876132,0,165733924,True,,motorway_link,30 mph,5.599,"LINESTRING (-74.0042335 40.7118344, -74.00429990000001 40.711836)",,,
4143876136,4143876127,0,165733924,True,,motorway_link,30 mph,16.119,"LINESTRING (-74.0039038 40.7119043, -74.0040836 40.7118549)",,,
4143876137,1272562732,0,122660461,True,1,motorway_link,30 mph,9.528,"LINESTRING (-74.00368520000001 40.7120006, -74.0037703 40.7119442)",,,
4143883225,4143883227,0,5669636,True,2,motorway_link,30 mph,2.952,"LINESTRING (-74.0048578 40.7123974, -74.0048468 40.7123722)",,,
4143883226,4143883228,0,5669636,True,2,motorway_link,30 mph,2.92,"LINESTRING (-74.00485329999999 40.71245, -74.0048604 40.7124243)",,,
4143883227,278640797,0,5669636,True,2,motorway_link,30 mph,3.323,"LINESTRING (-74.0048468 40.7123722, -74.0048252 40.7123472)",,,
4143883228,4143883225,0,5669636,True,2,motorway_link,30 mph,2.999,"LINESTRING (-74.0048604 40.7124243, -74.0048578 40.7123974)",,,
4143885421,2821304146,0,420888150,True,,motorway_link,30 mph,6.633,"LINESTRING (-74.0056161 40.7121442, -74.0056926 40.7121302)",,,
4143885422,1272562937,0,165733924,True,,motorway_link,30 mph,5.698,"LINESTRING (-74.0049862 40.7121138, -74.0050495 40.7121318)",,,
4143885425,278640086,0,420888150,True,,motorway_link,30 mph,6.537,"LINESTRING (-74.0052544 40.7121649, -74.00533179999999 40.7121687)",,,
4143885429,4143885422,0,165733924,True,,motorway_link,30 mph,4.966,"LINESTRING (-74.0049324 40.7120956, -74.0049862 40.7121138)",,,
4143885431,1272562771,0,420888150,True,,motorway_link,30 mph,6.153,"LINESTRING (-74.0053995 40.7121685, -74.0054722 40.7121635)",,,
4143892291,4143892294,0,32922453,True,2,motorway_link,30 mph,5.47,"LINESTRING (-74.004474 40.7125963, -74.0044517 40.7126425)",,,
4143892292,1272562735,0,32922453,True,2,motorway_link,30 mph,5.732,"LINESTRING (-74.0044767 40.7122964, -74.00449740000001 40.7123455)",,,
4143892293,4143892291,0,32922453,True,2,motorway_link,30 mph,5.542,"LINESTRING (-74.00449260000001 40.7125485, -74.004474 40.7125963)",,,
4143892294,1272562861,0,32922453,True,2,motorway_link,30 mph,3.851,"LINESTRING (-74.0044517 40.7126425, -74.0044352 40.7126748)",,,
4158660397,278608718,0,533472710,True,1,motorway_link,30 mph,45.26,"LINESTRING (-74.00019020000001 40.7089807, -74.0001685 40.708574)",yes,,
4158660400,4158660401,0,533472710,True,1,motorway_link,30 mph,4.76,"LINESTRING (-74.0002071 40.7090707, -74.0001962 40.7090287)",yes,,
4158660401,4158660397,0,533472710,True,1,motorway_link,30 mph,5.361,"LINESTRING (-74.0001962 40.7090287, -74.00019020000001 40.7089807)",yes,,
4158665072,4158665083,0,533472710,True,1,motorway_link,30 mph,5.01,"LINESTRING (-74.0002811 40.7092067, -74.000253 40.709167)",yes,,
4158665074,4158660400,0,533472710,True,1,motorway_link,30 mph,5.586,"LINESTRING (-74.00022749999999 40.7091185, -74.0002071 40.7090707)",yes,,
4158665077,42423647,0,533472710,True,1,motorway_link,30 mph,4.422,"LINESTRING (-74.00034479999999 40.7092767, -74.00031420000001 40.7092444)",yes,,
4158665078,4158665077,0,533472710,True,1,motorway_link,30 mph,5.177,"LINESTRING (-74.0003853 40.7093117, -74.00034479999999 40.7092767)",yes,,
4158665079,42423640,0,533472710,True,1,motorway_link,30 mph,11.113,"LINESTRING (-74.00193040000001 40.7105147, -74.0018391 40.7104426)",yes,,
4158665083,4158665074,0,533472710,True,1,motorway_link,30 mph,5.806,"LINESTRING (-74.000253 40.709167, -74.00022749999999 40.7091185)",yes,,
4158693297,278646362,0,46224850,True,1,motorway_link,30 mph,6.172,"LINESTRING (-74.0003179 40.708542, -74.000365 40.7085845)",yes,,
4158693302,4158693328,0,46224850,True,1,motorway_link,30 mph,7.931,"LINESTRING (-74.00006449999999 40.7081705, -74.0000916 40.7082388)",yes,,
4158693304,278608510,0,25564137,True,1,motorway_link,30 mph,7.993,"LINESTRING (-74.0001359 40.7082454, -74.00018179999999 40.7083083)",yes,,
4158693305,278646363,0,46224850,True,1,motorway_link,30 mph,6.294,"LINESTRING (-74.00018970000001 40.7084001, -74.0002282 40.7084486)",yes,,
4158693307,4158693304,0,25564137,True,1,motorway_link,30 mph,8.127,"LINESTRING (-74.0000926 40.7081801, -74.0001359 40.7082454)",yes,,
4158693308,4158693309,0,25564137,True,1,motorway_link,30 mph,8.145,"LINESTRING (-74.0002387 40.708374, -74.0002945 40.7084338)",yes,,
4158693309,4158693318,0,25564137,True,1,motorway_link,30 mph,6.992,"LINESTRING (-74.0002945 40.7084338, -74.00034479999999 40.7084838)",yes,,
4158693310,4158693305,0,46224850,True,1,motorway_link,30 mph,7.077,"LINESTRING (-74.0001503 40.7083439, -74.00018970000001 40.7084001)",yes,,
4158693318,4158693319,0,25564137,True,1,motorway_link,30 mph,8.164,"LINESTRING (-74.00034479999999 40.7084838, -74.0004079 40.7085395)",yes,,
4158693319,278608509,0,25564137,True,1,motorway_link,30 mph,8.878,"LINESTRING (-74.0004079 40.7085395, -74.000479 40.7085984)",yes,,
4158693320,4158693297,0,46224850,True,1,motorway_link,30 mph,6.216,"LINESTRING (-74.0002731 40.7084976, -74.0003179 40.708542)",yes,,
4158693328,278646364,0,46224850,True,1,motorway_link,30 mph,6.318,"LINESTRING (-74.0000916 40.7082388, -74.00011859999999 40.7082918)",yes,,
4158707236,42422283,0,46154297,True,1,motorway_link,30 mph,5.981,"LINESTRING (-74.00159910000001 40.7094605, -74.00165699999999 40.7094916)",,,
4158737889,42453792,0,5672337,True,2,motorway_link,30 mph,14.416,"LINESTRING (-74.0007883 40.7089686, -74.00091980000001 40.7090515)",yes,,
4158737890,1272562796,0,5672337,True,2,motorway_link,30 mph,6.102,"LINESTRING (-74.0030962 40.7107216, -74.0031513 40.7107572)",yes,,
4158737891,4158737899,0,5672337,True,2,motorway_link,30 mph,5.613,"LINESTRING (-74.00024809999999 40.7086911, -74.0003079 40.7087133)",yes,,
4158737892,278646241,0,5672337,True,2,motorway_link,30 mph,110.543,"LINESTRING (-74.00213890000001 40.7099648, -74.0030453 40.7106833)",yes,,
4158737893,205025964,0,5672337,True,2,motorway_link,30 mph,6.344,"LINESTRING (-74.0005029 40.7088016, -74.00056429999999 40.7088346)",yes,,
4158737894,4158737891,0,5672337,True,2,motorway_link,30 mph,5.485,"LINESTRING (-74.00018849999999 40.7086713, -74.00024809999999 40.7086911)",yes,,
4158737895,4158737904,0,5672337,True,2,motorway_link,30 mph,5.656,"LINESTRING (-73.9998889 40.7085954, -73.9999536 40.7086089)",yes,,
4158737896,278609072,0,5672337,True,2,motorway_link,30 mph,6.438,"LINESTRING (-74.0003756 40.7087405, -74.000441 40.7087704)",yes,,
4158737897,4158737901,0,5672337,True,2,motorway_link,30 mph,5.183,"LINESTRING (-74.0000759 40.7086376, -74.00013319999999 40.7086545)",yes,,
4158737898,4158737903,0,5672337,True,2,motorway_link,30 mph,12.076,"LINESTRING (-74.0019344 40.7098041, -74.00203449999999 40.7098818)",yes,,
4158737899,4158737896,0,5672337,True,2,motorway_link,30 mph,6.458,"LINESTRING (-74.0003079 40.7087133, -74.0003756 40.7087405)",yes,,
4158737900,4158737907,0,5672337,True,2,motorway_link,30 mph,12.386,"LINESTRING (-74.00173030000001 40.7096497, -74.0018335 40.709729)",yes,,
4158737901,4158737894,0,5672337,True,2,motorway_link,30 mph,5.022,"LINESTRING (-74.00013319999999 40.7086545, -74.00018849999999 40.7086713)",yes,,
4158737902,1272562907,0,5672337,True,2,motorway_link,30 mph,6.099,"LINESTRING (-74.0033394 40.7108457, -74.0034058 40.7108675)",yes,,
4158737903,4158737892,0,5672337,True,2,motorway_link,30 mph,12.752,"LINESTRING (-74.00203449999999 40.7098818, -74.00213890000001 40.7099648)",yes,,
4158737904,4158737905,0,5672337,True,2,motorway_link,30 mph,5.281,"LINESTRING (-73.9999536 40.7086089, -74.0000139 40.7086218)",yes,,
4158737905,4158737897,0,5672337,True,2,motorway_link,30 mph,5.513,"LINESTRING (-74.0000139 40.7086218, -74.0000759 40.7086376)",yes,,
4158737906,1272562912,0,5672337,True,2,motorway_link,30 mph,6.408,"LINESTRING (-74.00321 40.7107898, -74.0032745 40.7108203)",yes,,
4158737907,4158737898,0,5672337,True,2,motorway_link,30 mph,11.919,"LINESTRING (-74.0018335 40.709729, -74.0019344 40.7098041)",yes,,
4158738303,4158738305,0,5672337,True,2,motorway_link,30 mph,6.116,"LINESTRING (-74.00346740000001 40.7108844, -74.0035365 40.7109012)",yes,,
4158738304,278644847,0,32922464,True,,motorway_link,30 mph,5.978,"LINESTRING (-74.0029091 40.7106703, -74.002959 40.7107085)",yes,,
4158738305,278642478,0,5672337,True,2,motorway_link,30 mph,12.446,"LINESTRING (-74.0035365 40.7109012, -74.0036798 40.7109282)",yes,,
4158740805,4158740807,0,122660458,True,1,motorway_link,30 mph,5.28,"LINESTRING (-74.0037561 40.7114795, -74.00370650000001 40.7114505)",yes,,
4158740806,4158740805,0,122660458,True,1,motorway_link,30 mph,5.476,"LINESTRING (-74.00380869999999 40.7115084, -74.0037561 40.7114795)",yes,,
4158740807,486819531,0,122660460,True,1,motorway_link,30 mph,27.461,"LINESTRING (-74.00370650000001 40.7114505, -74.0034826 40.7112711)",yes,,
4158741839,4158741840,0,46177164,True,2,motorway_link,30 mph,5.507,"LINESTRING (-74.0036053 40.7113363, -74.0035501 40.7113098)",yes,,
4158741840,486819531,0,46177164,True,2,motorway_link,30 mph,7.133,"LINESTRING (-74.0035501 40.7113098, -74.0034826 40.7112711)",yes,,
4158741841,4158741839,0,46177164,True,2,motorway_link,30 mph,5.723,"LINESTRING (-74.0036642 40.7113619, -74.0036053 40.7113363)",yes,,
4158752890,1272562812,0,414746383,True,1,motorway_link,30 mph,3.816,"LINESTRING (-74.0028722 40.7117747, -74.0028331 40.7117574)",yes,,
4158752891,7561173748,0,808611021,True,3,motorway,30 mph,35.146,"LINESTRING (-74.0006028 40.7091699, -74.0008895 40.7093994)",,Brooklyn Bridge,
4158753820,4158753824,0,25562077,True,1,motorway_link,30 mph,6.238,"LINESTRING (-74.0031723 40.7112283, -74.0032123 40.7112755)",yes,,
4158753821,278638237,0,533472710,True,1,motorway_link,30 mph,6.651,"LINESTRING (-74.0025048 40.7111594, -74.002472 40.711105)",yes,,
4158753822,4158665079,0,533472710,True,1,motorway_link,30 mph,13.488,"LINESTRING (-74.00203740000001 40.7106049, -74.00193040000001 40.7105147)",yes,,
4158753823,278638344,0,25564255,True,,motorway_link,30 mph,45.04,"LINESTRING (-74.0025414 40.7114277, -74.0023089 40.711063)",yes,,
4158753824,4158753826,0,25562077,True,1,motorway_link,30 mph,5.623,"LINESTRING (-74.0032123 40.7112755, -74.0032461 40.7113191)",yes,,
4158753825,4158753821,0,533472710,True,1,motorway_link,30 mph,7.285,"LINESTRING (-74.0025404 40.7112191, -74.0025048 40.7111594)",yes,,
4158753826,278638231,0,25562077,True,1,motorway_link,30 mph,5.223,"LINESTRING (-74.0032461 40.7113191, -74.00327249999999 40.7113616)",yes,,
4158753827,1272562702,0,533472710,True,1,motorway_link,30 mph,11.782,"LINESTRING (-74.00229330000001 40.7108621, -74.0022139 40.7107749)",yes,,
4158753828,1272562797,0,533472710,True,1,motorway_link,30 mph,7.926,"LINESTRING (-74.0024361 40.7110497, -74.00239209999999 40.7109867)",yes,,
4158753829,4158753827,0,533472710,True,1,motorway_link,30 mph,8.225,"LINESTRING (-74.00234399999999 40.7109253, -74.00229330000001 40.7108621)",yes,,
4158753830,4158753825,0,533472710,True,1,motorway_link,30 mph,6.702,"LINESTRING (-74.0025698 40.7112751, -74.0025404 40.7112191)",yes,,
4158753831,4158753823,0,25564255,True,,motorway_link,30 mph,6.058,"LINESTRING (-74.00257310000001 40.7114766, -74.0025414 40.7114277)",yes,,
4158753832,1272562800,0,25564255,True,,motorway_link,30 mph,6.856,"LINESTRING (-74.0026517 40.7115838, -74.0026115 40.7115302)",yes,,
4158753833,278638234,0,414746383,True,1,motorway_link,30 mph,3.896,"LINESTRING (-74.0027721 40.7117156, -74.00274330000001 40.7116882)",yes,,
4158764229,1272562720,0,25564255,True,,motorway_link,30 mph,7.556,"LINESTRING (-74.00226290000001 40.710996, -74.0022182 40.7109371)",yes,,
4158764230,1272562706,0,32922456,True,,motorway_link,30 mph,7.935,"LINESTRING (-74.002062 40.7107648, -74.0020025 40.7107095)",,,
4158764231,4885904499,0,32922456,True,,motorway_link,30 mph,21.415,"LINESTRING (-74.0015069 40.7102888, -74.0013309 40.7101499)",,,
4158764232,4158764230,0,32922456,True,,motorway_link,30 mph,7.355,"LINESTRING (-74.00211419999999 40.7108178, -74.002062 40.7107648)",,,
4158786434,1272562803,0,32922468,True,2,motorway_link,30 mph,4.815,"LINESTRING (-74.004158 40.7120849, -74.0041708 40.7121271)",,,
4158786443,278637105,0,5669206,True,2,motorway_link,30 mph,4.593,"LINESTRING (-74.0041075 40.7120107, -74.0041358 40.712046)",yes,,
4158786446,1272562816,0,32922468,True,2,motorway_link,30 mph,4.118,"LINESTRING (-74.0041092 40.7123289, -74.0040813 40.7123593)",,,
4158786449,1272562836,0,32922468,True,2,motorway_link,30 mph,4.323,"LINESTRING (-74.0040485 40.7123856, -74.004009 40.7124104)",,,
4158786451,1272562763,0,32922453,True,2,motorway_link,30 mph,5.908,"LINESTRING (-74.0043345 40.712121, -74.0043794 40.7121618)",,,
4158786452,4158786443,0,5669206,True,2,motorway_link,30 mph,5.558,"LINESTRING (-74.00406959999999 40.7119698, -74.0041075 40.7120107)",yes,,
4158786458,4158786452,0,5669206,True,2,motorway_link,30 mph,5.744,"LINESTRING (-74.0040278 40.711929, -74.00406959999999 40.7119698)",yes,,
4158786460,1272562910,0,32922468,True,2,motorway_link,30 mph,3.764,"LINESTRING (-74.00393579999999 40.7124397, -74.00389250000001 40.712448)",,,
4738828760,4878838744,0,356140743,True,2,secondary_link,30 mph,7.536,"LINESTRING (-74.00415889999999 40.7129704, -74.0041035 40.7130236)",,,
4878838744,4878831008,0,356140743,True,2,secondary_link,30 mph,12.943,"LINESTRING (-74.0041035 40.7130236, -74.004059 40.713135)",,,
4885904499,3884569924,0,32922456,True,,motorway_link,30 mph,14.539,"LINESTRING (-74.0013309 40.7101499, -74.00121059999999 40.7100562)",,,
5426969126,2998239297,0,32939224,True,,residential,30 mph,9.391,"LINESTRING (-73.9653644 40.7519493, -73.9652531 40.7519444)",,General Douglas MacArthur Plaza,
5426969129,42438898,0,32939224,True,,residential,30 mph,8.698,"LINESTRING (-73.96483600000001 40.752487, -73.9649107 40.752541)",,General Douglas MacArthur Plaza,
6137500089,5959765086,0,681691020,True,1,motorway_link,30 mph,31.94,"LINESTRING (-73.932804 40.8064715, -73.9330835 40.8066658)",,,
6266152786,6384024881,0,690757588,True,1,motorway_link,30 mph,50.233,"LINESTRING (-73.9312487 40.8047809, -73.93156329999999 40.8051648)",,,building_passage
6266152787,6481190571,0,398412590,True,1,motorway_link,30 mph,1.392,"LINESTRING (-73.9310515 40.8041736, -73.9310425 40.8041841)",,,building_passage
6266152788,6266152787,0,398412590,True,1,motorway_link,30 mph,5.188,"LINESTRING (-73.93108410000001 40.804134, -73.9310515 40.8041736)",,,building_passage
6384020632,6266152788,0,398412590,True,1,motorway_link,30 mph,5.51,"LINESTRING (-73.93112720000001 40.8040967, -73.93108410000001 40.804134)",,,building_passage
6384020633,6137500089,0,681691020,True,1,motorway_link,30 mph,85.658,"LINESTRING (-73.9321794 40.8058633, -73.932804 40.8064715)",,,
6384020634,6384020633,0,681691020,True,1,motorway_link,30 mph,49.187,"LINESTRING (-73.9318356 40.8055056, -73.9321794 40.8058633)",,,
6384024881,6384020634,0,681691020,True,1,motorway_link,30 mph,44.287,"LINESTRING (-73.93156329999999 40.8051648, -73.9318356 40.8055056)",,,
6481190570,6513182228,0,690757588,True,1,motorway_link,30 mph,9.217,"LINESTRING (-73.931027 40.8042174, -73.931005 40.8042986)",,,building_passage
6481190571,6481190570,0,690757587,True,1,motorway_link,30 mph,3.926,"LINESTRING (-73.9310425 40.8041841, -73.931027 40.8042174)",,,
6513182225,6266152786,0,690757588,True,1,motorway_link,30 mph,33.089,"LINESTRING (-73.9310528 40.8045229, -73.9312487 40.8047809)",,,building_passage
6513182226,6513182225,0,690757588,True,1,motorway_link,30 mph,7.487,"LINESTRING (-73.93101780000001 40.804461, -73.9310528 40.8045229)",,,building_passage
6513182227,6513182226,0,690757588,True,1,motorway_link,30 mph,7.231,"LINESTRING (-73.9309993 40.8043975, -73.93101780000001 40.804461)",,,building_passage
6513182228,6513182227,0,690757588,True,1,motorway_link,30 mph,11.008,"LINESTRING (-73.931005 40.8042986, -73.9309993 40.8043975)",,,building_passage
6882309084,1205715024,0,104984000,True,,residential,30 mph,4.678,"LINESTRING (-73.93255619999999 40.8589242, -73.9325757 40.8588848)",,Bennett Avenue,
6990788775,4143876125,0,25564540,True,2,motorway_link,30 mph,1.848,"LINESTRING (-74.0059787 40.7119425, -74.00595970000001 40.7119508)",,,
7096725572,370925143,0,32939224,True,,residential,30 mph,0.853,"LINESTRING (-73.9651624 40.7519647, -73.9651527 40.7519669)",,General Douglas MacArthur Plaza,
7471981752,42426135,0,695644410,True,2,motorway_link,30 mph,21.738,"LINESTRING (-73.9325881 40.8038611, -73.9323547 40.8039448)",,,
7561173748,588719108,0,432550259,True,3,motorway,30 mph,102.402,"LINESTRING (-74.0008895 40.7093994, -74.0017251 40.7100679)",yes,Brooklyn Bridge,
7561173749,4158752889,0,808611020,True,3,motorway,30 mph,35.354,"LINESTRING (-74.0010181 40.7093054, -74.00072919999999 40.7090749)",,Brooklyn Bridge,
